hsmpSn,공급유형,원본행수,세대수_고유값수,세대수_고유값,대표세대수,세대수일관성,주소
31252684,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31256359,매입임대,3,1,20,20,일치,전남광주통합특별시 서구 발산로11번길 17
31256367,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31256371,매입임대,5,1,19,19,일치,전남광주통합특별시 서구 발산로11번길 15
31256372,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31256373,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31256378,매입임대,4,1,28,28,일치,전남광주통합특별시 북구 양산신촌길 50
31256380,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31256381,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 20
31258868,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 화개중앙로 116
31258869,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31258870,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258871,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258872,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31258873,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258875,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31258876,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31258877,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31258878,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31258879,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로73번길 3
31258880,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 본촌마을길 178
31258881,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258882,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258883,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258884,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 소촌로 100
31258885,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31258886,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 소촌로86번길 20-17
31258887,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258888,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258891,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 20
31258892,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 75
31258893,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31258894,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31258895,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258896,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258897,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258898,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258899,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로73번길 3
31258900,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258901,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258902,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 광산로20번길 28
31258903,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 16
31258904,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258905,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31258906,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31258907,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31258908,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 무진대로772번길 4
31258909,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31258910,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31258911,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31258912,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258913,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 원효천1길 16
31258914,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 금호로24번길 18
31258915,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 양산택지소로 30
31258916,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31258917,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31258918,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 소촌로 100
31258919,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258920,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258921,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 왕버들로251번길 27
31258925,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31258926,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 20
31258927,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 75
31258928,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31258929,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31258930,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31258931,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258932,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258933,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하백로6번길 12
31258934,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31258935,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31258936,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258939,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31258940,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31258941,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 20
31258942,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 75
31258943,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 방림로 31
31258944,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31258945,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31258946,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258947,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하백로6번길 12
31258948,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31258949,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258950,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258952,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 75
31258953,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31258954,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31258955,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258956,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258957,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31258958,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31258959,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258960,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31258961,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31258962,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 20
31258963,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 20
31258964,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 광복마을4길 39
31258965,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 71
31258966,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 25
31258967,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 42
31258968,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31258969,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31258970,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장덕로5번길 16
31261609,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 화산로 20
31261610,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 용주로30번길 60
31261614,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 원효천1길 16
31261619,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31261639,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31261640,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31261641,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 광산로20번길 28
31261642,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31264664,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로 104
31264687,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 동운로 192
31264700,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31264914,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장덕로5번길 16
31264923,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장덕로6번길 59
31264937,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31264938,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장덕로6번길 59
31266220,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266221,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266222,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266250,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266251,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266275,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266276,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266311,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266342,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266343,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266344,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266375,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266404,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266433,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266434,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266435,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31266436,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 215-4
31267473,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31267474,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서강로54번길 32
31267480,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31267482,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31267483,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서강로54번길 32
31267495,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31270206,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31270708,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31270734,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 동운로 192
31270748,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31272414,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31272429,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로423번길 42
31272522,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31273164,매입임대,3,1,24,24,일치,전남광주통합특별시 북구 양산택지로79번길 24-7
31273167,매입임대,3,1,8,8,일치,전남광주통합특별시 북구 일곡마을로 132
31273173,매입임대,4,1,8,8,일치,전남광주통합특별시 북구 군왕로117번길 19
31273181,매입임대,8,1,20,20,일치,전남광주통합특별시 북구 자라봉로56번길 15-3
31274640,행복주택,3,1,100,100,일치,전남광주통합특별시 광산구 임방울대로825번길 9
31274641,행복주택,3,1,200,200,일치,전남광주통합특별시 광산구 임방울대로800번길 11-5
31274644,행복주택,2,1,100,100,일치,전남광주통합특별시 광산구 첨단중앙로152번길 6-8
31274911,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31274915,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로 11
31274916,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31274917,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 왕버들로251번길 27
31274921,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31275272,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275273,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31275274,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275275,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31275276,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 방림로 31
31275277,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275278,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275279,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275280,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275281,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275282,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275283,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31275284,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로 11
31275285,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 용두마을길 13
31275286,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31275287,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31275288,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31275289,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 43
31275290,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275295,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275296,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275297,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275298,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275299,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275300,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275301,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275302,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275303,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275304,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31275305,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31275306,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275307,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275308,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 대자로 55
31275309,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장신로 326
31275310,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31275311,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 43
31275312,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275313,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275314,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 풍영로101번길 22
31275318,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275319,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31275320,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31275321,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275322,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275323,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31275324,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31275325,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장신로 326
31275326,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31275327,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31275328,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 45
31275329,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275330,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275331,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275336,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275337,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275338,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275339,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275340,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31275341,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275342,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275343,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275344,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275345,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275346,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275347,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 용두마을길 13
31275348,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31275349,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275358,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275359,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275360,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31275361,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275362,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275363,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275364,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 첨단연신로 184
31275365,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 소촌로 100
31275369,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275370,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31275371,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275372,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275373,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31275374,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31275375,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 방림로 31
31275376,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31275377,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31275378,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275379,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275380,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31275391,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275392,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275393,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31275394,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 봉선2로 51-1
31275395,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275396,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275397,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275398,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로 11
31275399,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장신로 326
31275400,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275401,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275402,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31275403,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로20번길 47
31275410,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275411,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31275412,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 계림로30번길 15
31275413,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275414,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31275415,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로 104
31275416,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31275417,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275418,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275419,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31275420,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 효열로29번길 37
31275421,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31275422,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 소촌로 100
31275423,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31275424,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275425,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275426,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31275427,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31275428,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31281191,행복주택,4,1,264,264,일치,전남광주통합특별시 남구 효천중앙로 35
31281247,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31281249,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 20
31281260,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31281261,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31281262,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31281263,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31281267,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로 104
31281268,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31281274,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 동운로 130
31281276,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31281594,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31281595,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31281599,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장신로 326
31281603,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31281607,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31281608,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 55
31281611,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31281612,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 43
31281613,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31281615,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31281617,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31281618,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31285958,매입임대,4,1,10,10,일치,전남광주통합특별시 서구 양동로25번길 7
31286001,매입임대,6,1,48,48,일치,전남광주통합특별시 광산구 신창로35번길 29-19
31290275,매입임대,8,1,18,18,일치,전남광주통합특별시 북구 양산택지로33번길 29-9
31291105,매입임대,4,1,7,7,일치,전남광주통합특별시 서구 상무대로1066번길 19
31291106,매입임대,4,1,7,7,일치,전남광주통합특별시 서구 쌍학로8번길 6-1
31297381,국민임대,4,1,710,710,일치,전남광주통합특별시 남구 효천로 176
31297410,행복주택,3,1,21,21,일치,전남광주통합특별시 서구 신촌길 8
31297441,매입임대,3,1,7,7,일치,전남광주통합특별시 서구 상무대로1019번길 27
31297442,매입임대,4,1,13,13,일치,전남광주통합특별시 서구 쌍촌로20번길 7-6
31297443,매입임대,3,1,5,5,일치,전남광주통합특별시 서구 월드컵4강로104번길 19-5
31297444,매입임대,3,1,10,10,일치,전남광주통합특별시 서구 화정로138번길 25-1
31297474,매입임대,4,1,12,12,일치,전남광주통합특별시 동구 중흥로227번길 20-8
31297476,매입임대,2,1,10,10,일치,전남광주통합특별시 북구 중문로 96-19
31297478,매입임대,3,1,11,11,일치,전남광주통합특별시 북구 동문대로121번길 59
31297533,매입임대,3,1,10,10,일치,전남광주통합특별시 서구 화정로138번길 25
31297534,매입임대,1,1,6,6,일치,전남광주통합특별시 남구 회재로1223번길 26-14
31297563,매입임대,1,1,15,15,일치,전남광주통합특별시 서구 월드컵4강로71번길 19-1
31297564,매입임대,2,1,15,15,일치,전남광주통합특별시 서구 월드컵4강로81번길 11-1
31297565,매입임대,2,1,6,6,일치,전남광주통합특별시 남구 양림로 2-18
31297600,매입임대,3,1,6,6,일치,전남광주통합특별시 서구 화정로49번길 32-8
31297603,매입임대,5,1,11,11,일치,전남광주통합특별시 북구 신임로32번길 16
31297632,매입임대,2,1,5,5,일치,전남광주통합특별시 북구 서방로172번길 30-12
31297633,매입임대,1,1,9,9,일치,전남광주통합특별시 북구 신촌로7번길 43
31297634,매입임대,1,1,9,9,일치,전남광주통합특별시 북구 천지인로93번길 12-4
31297668,매입임대,2,1,5,5,일치,전남광주통합특별시 남구 경열로76번길 25
31297669,매입임대,2,1,17,17,일치,전남광주통합특별시 북구 대천로21번길 26
31297670,매입임대,3,1,7,7,일치,전남광주통합특별시 북구 서하로233번길 29-2
31297671,매입임대,8,1,19,19,일치,전남광주통합특별시 북구 탁영로15번길 16-12
31303205,매입임대,5,1,16,16,일치,전남광주통합특별시 광산구 신가삼효로 19-7
31303206,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 고운로5번길 84
31303208,매입임대,6,1,8,8,일치,전남광주통합특별시 광산구 신창로35번길 85-6
31303209,매입임대,4,1,24,24,일치,전남광주통합특별시 북구 양산택지로37번길 112
31303210,매입임대,4,1,10,10,일치,전남광주통합특별시 광산구 사암로118번길 117-13
31303212,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 독립로349번길 54
31306284,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
