aptNm,aptSeq,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd,sggCd,umdNm,useRRRight,gu_name,lawd_cd,housing_type,transaction_type,query_ym,source_api,offiNm,sggNm,houseType,totalFloorAr,mhouseNm,주소키,위도,경도,검색주소,카카오매칭주소,공식자치구,공식행정동,행정동코드,매핑상태,프로젝트자치구,프로젝트행정동,분석대상여부,공식지역,프로젝트지역,중복의심그룹,그룹내행수
첨단센트럴파크2차,29200-399,2018,25.07~27.07,신규,16,7,2025,"15,000",41.83,8,676-3,0,,,첨단중앙로170번길 87,0,00087,00000,4289614,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|쌍암동|676-3|첨단중앙로170번길 87|00087|00000,35.2209763822162,126.84687920672,광주광역시 광산구 쌍암동 676-3,전남광주통합특별시 광산구 첨단중앙로170번길 87,광산구,첨단1동,1233062400,성공,광산구,첨단1동,True,광산구 첨단1동,광산구 첨단1동,6,2
하남주공(2단지),29200-39,1991,25.08~27.08,신규,5,7,2025,500,44.52,4,1571-1,40,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,25,2
고실마을휴먼시아8단지,29200-262,2010,25.07~27.08,신규,22,7,2025,"2,117",39.25,7,1098,12,,,풍영로330번길 15,0,00015,00000,4289682,1,12330,12330,장덕동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|장덕동|1098|풍영로330번길 15|00015|00000,35.2015313255941,126.816684307953,광주광역시 광산구 장덕동 1098,전남광주통합특별시 광산구 풍영로330번길 15,광산구,수완동,1233063700,성공,광산구,수완동,True,광산구 수완동,광산구 수완동,55,2
첨단센트럴파크2차,29200-399,2018,25.07~27.07,신규,16,7,2025,"15,000",41.83,8,676-3,0,,,첨단중앙로170번길 87,0,00087,00000,4289614,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|쌍암동|676-3|첨단중앙로170번길 87|00087|00000,35.2209763822162,126.84687920672,광주광역시 광산구 쌍암동 676-3,전남광주통합특별시 광산구 첨단중앙로170번길 87,광산구,첨단1동,1233062400,성공,광산구,첨단1동,True,광산구 첨단1동,광산구 첨단1동,6,2
리버힐,29200-36,1992,25.11~27.11,신규,10,7,2025,"7,000",49.86,1,1602-2,0,,,우산로 47,0,00047,00000,3163037,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|우산동|1602-2|우산로 47|00047|00000,35.1590141808005,126.806285116368,광주광역시 광산구 우산동 1602-2,전남광주통합특별시 광산구 우산로 47,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,38,2
리버힐,29200-36,1992,25.08~27.08,신규,6,7,2025,500,49.86,5,1602-2,50,,,우산로 47,0,00047,00000,3163037,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|우산동|1602-2|우산로 47|00047|00000,35.1590141808005,126.806285116368,광주광역시 광산구 우산동 1602-2,전남광주통합특별시 광산구 우산로 47,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,37,2
하남주공(2단지),29200-39,1991,25.08~27.08,신규,5,7,2025,500,44.52,4,1571-1,40,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,25,2
리버힐,29200-36,1992,25.08~27.08,신규,6,7,2025,500,49.86,5,1602-2,50,,,우산로 47,0,00047,00000,3163037,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202507,아파트 전월세,,,,,,광산구|우산동|1602-2|우산로 47|00047|00000,35.1590141808005,126.806285116368,광주광역시 광산구 우산동 1602-2,전남광주통합특별시 광산구 우산로 47,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,37,2
고운하이츠(21-3),29110-297,2009,25.08~27.10,신규,15,8,2025,"12,000",55.976,4,21-3,0,,,천변우로 329-5,0,00329,00005,3009025,1,12210,12210,수기동,,동구,12210,아파트,전월세,202508,아파트 전월세,,,,,,동구|수기동|21-3|천변우로 329-5|00329|00005,35.1510271255151,126.908864378804,광주광역시 동구 수기동 21-3,전남광주통합특별시 동구 천변우로 329-5,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동,74,2
고운하이츠(21-3),29110-297,2009,25.08~27.10,신규,15,8,2025,"12,000",55.976,4,21-3,0,,,천변우로 329-5,0,00329,00005,3009025,1,12210,12210,수기동,,동구,12210,아파트,전월세,202508,아파트 전월세,,,,,,동구|수기동|21-3|천변우로 329-5|00329|00005,35.1510271255151,126.908864378804,광주광역시 동구 수기동 21-3,전남광주통합특별시 동구 천변우로 329-5,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동,74,2
금호시영1단지,29140-109,1993,25.10~27.09,신규,22,8,2025,"1,000",49.86,9,741-1,49,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202508,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동,94,2
금호시영1단지,29140-109,1993,25.09~27.09,신규,22,8,2025,"1,000",49.86,13,741-1,42,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202508,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동,93,2
금호시영1단지,29140-109,1993,25.09~27.09,신규,22,8,2025,"1,000",49.86,13,741-1,42,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202508,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동,93,2
금호시영1단지,29140-109,1993,25.10~27.09,신규,22,8,2025,"1,000",49.86,9,741-1,49,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202508,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동,94,2
송화마을휴먼시아(진월3블럭주공),29155-304,2007,25.08~27.09,신규,26,8,2025,"2,698",46.9,2,731,14,,,효우로60번길 10,0,00010,00000,4283741,1,12270,12270,노대동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|노대동|731|효우로60번길 10|00010|00000,35.1097155897455,126.903323235324,광주광역시 남구 노대동 731,전남광주통합특별시 남구 효우로60번길 10,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동,56,2
송화마을휴먼시아(진월3블럭주공),29155-304,2007,25.08~27.09,신규,26,8,2025,"2,698",46.9,2,731,14,,,효우로60번길 10,0,00010,00000,4283741,1,12270,12270,노대동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|노대동|731|효우로60번길 10|00010|00000,35.1097155897455,126.903323235324,광주광역시 남구 노대동 731,전남광주통합특별시 남구 효우로60번길 10,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동,56,2
아크로시티,29200-360,2016,25.10~27.10,신규,27,8,2025,"9,000",43.8815,7,893-2,0,,,임방울대로826번길 60-3,0,00060,00003,4289555,1,12330,12330,월계동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|월계동|893-2|임방울대로826번길 60-3|00060|00003,35.214624599564,126.848263578666,광주광역시 광산구 월계동 893-2,전남광주통합특별시 광산구 임방울대로826번길 60-3,광산구,첨단2동,1233062600,성공,북구,첨단2동,True,광산구 첨단2동,북구 첨단2동,54,3
아크로시티,29200-360,2016,25.10~27.10,신규,27,8,2025,"9,000",43.8815,7,893-2,0,,,임방울대로826번길 60-3,0,00060,00003,4289555,1,12330,12330,월계동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|월계동|893-2|임방울대로826번길 60-3|00060|00003,35.214624599564,126.848263578666,광주광역시 광산구 월계동 893-2,전남광주통합특별시 광산구 임방울대로826번길 60-3,광산구,첨단2동,1233062600,성공,북구,첨단2동,True,광산구 첨단2동,북구 첨단2동,54,3
하남주공(2단지),29200-39,1991,25.09~27.09,신규,30,8,2025,300,44.52,13,1571-1,34,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,20,2
하남주공(2단지),29200-39,1991,25.08~27.08,신규,6,8,2025,300,44.52,13,1571-1,35,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,21,2
하남주공(2단지),29200-39,1991,25.09~27.09,신규,30,8,2025,300,44.52,13,1571-1,34,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,20,2
토담휴로스,29200-305,2013,25.08~26.08,신규,11,8,2025,300,19.9163,8,1576-4,35,,,무진대로231번길 13-5,0,00013,00005,4289119,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1576-4|무진대로231번길 13-5|00013|00005,35.1625981868476,126.805739231192,광주광역시 광산구 우산동 1576-4,전남광주통합특별시 광산구 무진대로231번길 13-5,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,29,2
MaruHiII,29200-320,2014,25.08~26.08,신규,5,8,2025,300,20.7468,9,1594-2,35,,,무진대로 278-12,0,00278,00012,2009009,2,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1594-2|무진대로 278-12|00278|00012,35.1599831885253,126.810475648689,광주광역시 광산구 우산동 1594-2,전남광주통합특별시 광산구 무진대로 278-12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,33,2
아크로시티,29200-360,2016,25.10~27.10,신규,27,8,2025,"9,000",43.8815,7,893-2,0,,,임방울대로826번길 60-3,0,00060,00003,4289555,1,12330,12330,월계동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|월계동|893-2|임방울대로826번길 60-3|00060|00003,35.214624599564,126.848263578666,광주광역시 광산구 월계동 893-2,전남광주통합특별시 광산구 임방울대로826번길 60-3,광산구,첨단2동,1233062600,성공,북구,첨단2동,True,광산구 첨단2동,북구 첨단2동,54,3
하남주공(2단지),29200-39,1991,25.08~27.08,신규,6,8,2025,300,44.52,13,1571-1,35,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,21,2
토담휴로스,29200-305,2013,25.08~26.08,신규,11,8,2025,300,19.9163,8,1576-4,35,,,무진대로231번길 13-5,0,00013,00005,4289119,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1576-4|무진대로231번길 13-5|00013|00005,35.1625981868476,126.805739231192,광주광역시 광산구 우산동 1576-4,전남광주통합특별시 광산구 무진대로231번길 13-5,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,29,2
에이엠시티5차,29200-307,2013,25.09~26.09,신규,9,8,2025,"3,000",33.1446,5,682-1,20,,,임방울대로825번길 19,0,00019,00000,4289554,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|쌍암동|682-1|임방울대로825번길 19|00019|00000,35.2187157362366,126.847688221979,광주광역시 광산구 쌍암동 682-1,전남광주통합특별시 광산구 임방울대로825번길 19,광산구,첨단1동,1233062400,성공,광산구,첨단1동,True,광산구 첨단1동,광산구 첨단1동,11,2
에이엠시티5차,29200-307,2013,25.09~26.09,신규,9,8,2025,"3,000",33.1446,5,682-1,20,,,임방울대로825번길 19,0,00019,00000,4289554,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|쌍암동|682-1|임방울대로825번길 19|00019|00000,35.2187157362366,126.847688221979,광주광역시 광산구 쌍암동 682-1,전남광주통합특별시 광산구 임방울대로825번길 19,광산구,첨단1동,1233062400,성공,광산구,첨단1동,True,광산구 첨단1동,광산구 첨단1동,11,2
MaruHiII,29200-320,2014,25.08~25.12,신규,5,8,2025,300,20.7468,9,1594-2,35,,,무진대로 278-12,0,00278,00012,2009009,2,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1594-2|무진대로 278-12|00278|00012,35.1599831885253,126.810475648689,광주광역시 광산구 우산동 1594-2,전남광주통합특별시 광산구 무진대로 278-12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,33,2
광주하남엘에이치천년나무,29200-414,2019,25.09~27.08,신규,1,8,2025,"1,623",16.35,6,1611-3,5,,,용아로 175-6,,00175,00006,3163035,0,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1611-3|용아로 175-6|00175|00006,35.1599080758315,126.800246035505,광주광역시 광산구 우산동 1611-3,전남광주통합특별시 광산구 용아로 175-6,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,43,2
광주하남엘에이치천년나무,29200-414,2019,25.09~27.08,갱신,1,8,2025,"1,623",16.35,6,1611-3,5,"1,312",8,용아로 175-6,,00175,00006,3163035,0,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1611-3|용아로 175-6|00175|00006,35.1599080758315,126.800246035505,광주광역시 광산구 우산동 1611-3,전남광주통합특별시 광산구 용아로 175-6,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,43,2
상무리채2,29140-357,2014,25.10~26.12,신규,27,9,2025,500,22.9649,8,1258-5,43,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202509,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동,115,2
상무리채2,29140-357,2014,25.10~26.12,신규,27,9,2025,500,22.9649,8,1258-5,43,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202509,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동,115,2
국제미소래,29200-384,2017,25.12~27.12,신규,29,9,2025,"15,410",59.4918,11,1620,0,,,용아로 175,0,00175,00000,3163035,2,12330,12330,우산동,,광산구,12330,아파트,전월세,202509,아파트 전월세,,,,,,광산구|우산동|1620|용아로 175|00175|00000,35.1580213863043,126.79988362894,광주광역시 광산구 우산동 1620,전남광주통합특별시 광산구 용아로 175,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,44,2
국제미소래,29200-384,2017,25.12~27.12,신규,29,9,2025,"15,410",59.4918,11,1620,0,,,용아로 175,0,00175,00000,3163035,2,12330,12330,우산동,,광산구,12330,아파트,전월세,202509,아파트 전월세,,,,,,광산구|우산동|1620|용아로 175|00175|00000,35.1580213863043,126.79988362894,광주광역시 광산구 우산동 1620,전남광주통합특별시 광산구 용아로 175,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,44,2
에이엠시티5차,29200-307,2013,25.09~26.09,신규,8,9,2025,300,19.1284,4,682-1,38,,,임방울대로825번길 19,0,00019,00000,4289554,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202509,아파트 전월세,,,,,,광산구|쌍암동|682-1|임방울대로825번길 19|00019|00000,35.2187157362366,126.847688221979,광주광역시 광산구 쌍암동 682-1,전남광주통합특별시 광산구 임방울대로825번길 19,광산구,첨단1동,1233062400,성공,광산구,첨단1동,True,광산구 첨단1동,광산구 첨단1동,10,2
에이엠시티5차,29200-307,2013,25.09~26.09,신규,8,9,2025,300,19.1284,4,682-1,38,,,임방울대로825번길 19,0,00019,00000,4289554,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202509,아파트 전월세,,,,,,광산구|쌍암동|682-1|임방울대로825번길 19|00019|00000,35.2187157362366,126.847688221979,광주광역시 광산구 쌍암동 682-1,전남광주통합특별시 광산구 임방울대로825번길 19,광산구,첨단1동,1233062400,성공,광산구,첨단1동,True,광산구 첨단1동,광산구 첨단1동,10,2
영무파라드주상복합,29110-366,2019,25.11~27.11,신규,31,10,2025,"7,673",21.3622,5,148-1,0,,,구성로194번길 15-10,,00015,00010,4277031,0,12210,12210,대인동,,동구,12210,아파트,전월세,202510,아파트 전월세,,,,,,동구|대인동|148-1|구성로194번길 15-10|00015|00010,35.1522157841479,126.915762395587,광주광역시 동구 대인동 148-1,전남광주통합특별시 동구 구성로194번길 15-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동,70,2
영무파라드주상복합,29110-366,2019,25.11~27.11,신규,31,10,2025,"7,673",21.3622,5,148-1,0,,,구성로194번길 15-10,,00015,00010,4277031,0,12210,12210,대인동,,동구,12210,아파트,전월세,202510,아파트 전월세,,,,,,동구|대인동|148-1|구성로194번길 15-10|00015|00010,35.1522157841479,126.915762395587,광주광역시 동구 대인동 148-1,전남광주통합특별시 동구 구성로194번길 15-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동,70,2
금호2지구도개공1단지,29140-155,1998,25.12~27.12,신규,18,10,2025,"1,000",49.92,1,770,47,,,금화로115번길 12,0,00012,00000,4280062,1,12240,12240,금호동,,서구,12240,아파트,전월세,202510,아파트 전월세,,,,,,서구|금호동|770|금화로115번길 12|00012|00000,35.133549091566,126.861885001852,광주광역시 서구 금호동 770,전남광주통합특별시 서구 금화로115번길 12,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동,99,2
금호2지구도개공1단지,29140-155,1998,25.12~27.12,신규,18,10,2025,"1,000",49.92,1,770,47,,,금화로115번길 12,0,00012,00000,4280062,1,12240,12240,금호동,,서구,12240,아파트,전월세,202510,아파트 전월세,,,,,,서구|금호동|770|금화로115번길 12|00012|00000,35.133549091566,126.861885001852,광주광역시 서구 금호동 770,전남광주통합특별시 서구 금화로115번길 12,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동,99,2
동성노블리,29170-641,2013,25.10~26.10,신규,16,10,2025,300,17.3698,4,1348-4,35,,,설죽로251번길 26-7,0,00026,00007,4286428,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202510,아파트 전월세,,,,,,북구|용봉동|1348-4|설죽로251번길 26-7|00026|00007,35.1824915785031,126.896651422819,광주광역시 북구 용봉동 1348-4,전남광주통합특별시 북구 설죽로251번길 26-7,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동,88,2
동성노블리,29170-641,2013,25.10~26.10,신규,16,10,2025,300,17.3698,4,1348-4,35,,,설죽로251번길 26-7,0,00026,00007,4286428,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202510,아파트 전월세,,,,,,북구|용봉동|1348-4|설죽로251번길 26-7|00026|00007,35.1824915785031,126.896651422819,광주광역시 북구 용봉동 1348-4,전남광주통합특별시 북구 설죽로251번길 26-7,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동,88,2
하남주공(2단지),29200-39,1991,25.11~27.11,신규,15,10,2025,"7,000",44.52,14,1571-1,0,,,월곡산정로 12,0,00012,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202510,아파트 전월세,,,,,,광산구|우산동|1571-1|월곡산정로 12|00012|00000,35.1651071402315,126.803686058,광주광역시 광산구 우산동 1571-1,전남광주통합특별시 광산구 월곡산정로 12,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동,26,2
