hsmpSn,공급유형,대표세대수,원본행수,원본자치구,주소수,주소,전용면적_최소,전용면적_최대,공식자치구,공식행정동,프로젝트자치구,프로젝트행정동,25개동포함여부
31245320,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 장덕로6번길 59,84.8396,84.8396,광산구,수완동,광산구,수완동,True
31245326,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9816,59.9816,동구,지원2동,동구,지원2동,False
31245327,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31245329,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 33,75.83,75.83,남구,효덕동,남구,효덕동,True
31245330,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31247248,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 45,74.97,74.97,남구,효덕동,남구,효덕동,True
31247249,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,78.2705,78.2705,동구,지원2동,동구,지원2동,False
31247250,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31247251,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로35번길 54,84.9931,84.9931,광산구,신가동,광산구,신가동,True
31247252,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 42,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31247253,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 동명로69번길 20,84.96,84.96,동구,지산1동,동구,지산1동,False
31249450,행복주택,361.0,6,광산구,1,전남광주통합특별시 광산구 무진대로 246-7,16.33,36.44,광산구,우산동,광산구,우산동,True
31249460,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.66,84.66,남구,효덕동,남구,효덕동,True
31249461,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.73,84.73,남구,백운1동,남구,백운1동,False
31249462,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 33,71.5672,71.5672,광산구,어룡동,광산구,어룡동,False
31249463,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로35번길 54,84.9931,84.9931,광산구,신가동,광산구,신가동,True
31249479,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로161번길 19,69.4646,69.4646,광산구,신창동,광산구,신창동,False
31251559,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로161번길 34,59.748,59.748,광산구,신창동,광산구,신창동,False
31251560,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 왕버들로251번길 27,84.9429,84.9429,광산구,신창동,광산구,신창동,False
31251599,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 33,71.586,71.586,광산구,어룡동,광산구,어룡동,False
31251611,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 대자로 55,58.7079,58.7079,북구,운암1동,북구,운암1동,True
31251635,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.73,84.73,남구,백운1동,남구,백운1동,False
31252684,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 41,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31256359,매입임대,20.0,3,서구,1,전남광주통합특별시 서구 발산로11번길 17,51.041,63.3914,서구,농성1동,서구,농성1동,True
31256367,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9711,59.9711,동구,지원2동,동구,지원2동,False
31256371,매입임대,19.0,5,서구,1,전남광주통합특별시 서구 발산로11번길 15,50.4441,79.4439,서구,농성1동,서구,농성1동,True
31256372,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 41,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31256373,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31256378,매입임대,28.0,4,북구,1,전남광주통합특별시 북구 양산신촌길 50,49.1349,61.3502,북구,양산동,북구,양산동,False
31256380,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.61,84.61,남구,백운1동,남구,백운1동,False
31256381,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로35번길 20,84.9931,84.9931,광산구,신가동,광산구,신가동,True
31258868,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 화개중앙로 116,84.9493,84.9493,서구,금호2동,서구,금호2동,False
31258869,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.66,84.66,남구,효덕동,남구,효덕동,True
31258870,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.81,84.81,남구,백운1동,남구,백운1동,False
31258871,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,61.7106,61.7106,북구,임동,북구,임동,False
31258872,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 15,59.9538,59.9538,광산구,하남동,광산구,하남동,False
31258873,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258875,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9963,59.9963,동구,지원2동,동구,지원2동,False
31258876,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로 11,84.99,84.99,서구,동천동,서구,동천동,False
31258877,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로 11,84.99,84.99,서구,동천동,서구,동천동,False
31258878,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 21,74.97,74.97,남구,효덕동,남구,효덕동,True
31258879,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로73번길 3,84.9712,84.9712,남구,진월동,남구,진월동,True
31258880,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 본촌마을길 178,71.0616,71.0616,북구,건국동,북구,건국동,False
31258881,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,61.7106,61.7106,북구,임동,북구,임동,False
31258882,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,62.8111,62.8111,북구,임동,북구,임동,False
31258883,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,62.8111,62.8111,북구,임동,북구,임동,False
31258884,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 소촌로 100,59.8957,59.8957,광산구,어룡동,광산구,어룡동,False
31258885,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 33,78.0887,78.0887,광산구,어룡동,광산구,어룡동,False
31258886,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 소촌로86번길 20-17,84.931,84.931,광산구,어룡동,광산구,어룡동,False
31258887,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258888,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258891,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 20,84.9996,84.9996,남구,진월동,남구,진월동,True
31258892,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 75,84.3979,84.3979,남구,진월동,남구,진월동,True
31258893,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 33,75.77,75.77,남구,효덕동,남구,효덕동,True
31258894,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.87,84.87,남구,효덕동,남구,효덕동,True
31258895,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,74.88,74.88,남구,백운1동,남구,백운1동,False
31258896,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.61,84.61,남구,백운1동,남구,백운1동,False
31258897,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.57,84.57,남구,백운1동,남구,백운1동,False
31258898,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.61,84.61,남구,백운1동,남구,백운1동,False
31258899,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로73번길 3,84.7573,84.7573,남구,진월동,남구,진월동,True
31258900,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,61.7106,61.7106,북구,임동,북구,임동,False
31258901,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,62.8111,62.8111,북구,임동,북구,임동,False
31258902,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 광산로20번길 28,84.898,84.898,광산구,송정2동,광산구,송정2동,False
31258903,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 16,84.9931,84.9931,광산구,신창동,광산구,신창동,False
31258904,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258905,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,78.2705,78.2705,동구,지원2동,동구,지원2동,False
31258906,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 내방로 337,80.6131,80.6131,서구,화정1동,서구,화정1동,False
31258907,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 내방로 337,75.6415,75.6415,서구,화정1동,서구,화정1동,False
31258908,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 무진대로772번길 4,83.9088,83.9088,서구,상무1동,서구,상무1동,False
31258909,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로18번길 19,75.72,75.72,서구,동천동,서구,동천동,False
31258910,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.66,84.66,남구,효덕동,남구,효덕동,True
31258911,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31258912,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.61,84.61,남구,백운1동,남구,백운1동,False
31258913,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 원효천1길 16,71.9207,71.9207,남구,송암동,남구,송암동,True
31258914,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 금호로24번길 18,58.323,58.323,북구,운암2동,북구,운암2동,False
31258915,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 양산택지소로 30,84.9931,84.9931,북구,건국동,북구,건국동,False
31258916,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 41,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31258917,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 41,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31258918,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 소촌로 100,59.8957,59.8957,광산구,어룡동,광산구,어룡동,False
31258919,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258920,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258921,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 왕버들로251번길 27,84.9429,84.9429,광산구,신창동,광산구,신창동,False
31258925,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 내방로 337,80.2694,80.2694,서구,화정1동,서구,화정1동,False
31258926,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 20,84.9996,84.9996,남구,진월동,남구,진월동,True
31258927,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 75,84.3979,84.3979,남구,진월동,남구,진월동,True
31258928,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 33,84.88,84.88,남구,효덕동,남구,효덕동,True
31258929,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.96,84.96,남구,효덕동,남구,효덕동,True
31258930,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 21,84.95,84.95,남구,효덕동,남구,효덕동,True
31258931,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.61,84.61,남구,백운1동,남구,백운1동,False
31258932,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,61.7106,61.7106,북구,임동,북구,임동,False
31258933,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하백로6번길 12,80.3123,80.3123,북구,매곡동,북구,매곡동,False
31258934,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 55,72.6814,72.6814,광산구,어룡동,광산구,어룡동,False
31258935,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로161번길 34,59.748,59.748,광산구,신창동,광산구,신창동,False
31258936,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258939,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 무등로 374,84.8686,84.8686,동구,계림2동,동구,계림2동,False
31258940,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로 11,75.99,75.99,서구,동천동,서구,동천동,False
31258941,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 20,84.9996,84.9996,남구,진월동,남구,진월동,True
31258942,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 75,84.3979,84.3979,남구,진월동,남구,진월동,True
31258943,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 방림로 31,75.83,75.83,남구,방림1동,남구,방림1동,True
31258944,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 21,84.95,84.95,남구,효덕동,남구,효덕동,True
31258945,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31258946,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,74.88,74.88,남구,백운1동,남구,백운1동,False
31258947,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하백로6번길 12,80.3123,80.3123,북구,매곡동,북구,매곡동,False
31258948,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로161번길 34,59.748,59.748,광산구,신창동,광산구,신창동,False
31258949,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258950,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258952,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 75,84.3979,84.3979,남구,진월동,남구,진월동,True
31258953,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 21,84.98,84.98,남구,효덕동,남구,효덕동,True
31258954,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 45,74.97,74.97,남구,효덕동,남구,효덕동,True
31258955,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.57,84.57,남구,백운1동,남구,백운1동,False
31258956,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.61,84.61,남구,백운1동,남구,백운1동,False
31258957,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.81,84.81,남구,백운1동,남구,백운1동,False
31258958,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 45,62.8111,62.8111,북구,임동,북구,임동,False
31258959,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258960,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9711,59.9711,동구,지원2동,동구,지원2동,False
31258961,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9963,59.9963,동구,지원2동,동구,지원2동,False
31258962,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 20,84.9996,84.9996,남구,진월동,남구,진월동,True
31258963,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 20,84.9996,84.9996,남구,진월동,남구,진월동,True
31258964,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 광복마을4길 39,76.7687,76.7687,남구,진월동,남구,진월동,True
31258965,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 71,84.8188,84.8188,북구,운암3동,북구,운암3동,False
31258966,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로79번길 25,84.9308,84.9308,북구,임동,북구,임동,False
31258967,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 42,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31258968,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로35번길 80,70.9346,70.9346,광산구,신가동,광산구,신가동,True
31258969,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31258970,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 장덕로5번길 16,74.9636,74.9636,광산구,수완동,광산구,수완동,True
31261609,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 화산로 20,84.9996,84.9996,남구,진월동,남구,진월동,True
31261610,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 용주로30번길 60,59.9879,59.9879,북구,용봉동,북구,용봉동,True
31261614,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 원효천1길 16,69.0695,69.0695,남구,송암동,남구,송암동,True
31261619,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31261639,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31261640,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 55,72.2197,72.2197,광산구,어룡동,광산구,어룡동,False
31261641,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 광산로20번길 28,84.898,84.898,광산구,송정2동,광산구,송정2동,False
31261642,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로161번길 34,59.748,59.748,광산구,신창동,광산구,신창동,False
31264664,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 상무민주로 104,59.9854,59.9854,서구,상무1동,서구,상무1동,False
31264687,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 동운로 192,79.7855,79.7855,북구,운암1동,북구,운암1동,True
31264700,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 내방로 337,75.6415,75.6415,서구,화정1동,서구,화정1동,False
31264914,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 장덕로5번길 16,59.9817,59.9817,광산구,수완동,광산구,수완동,True
31264923,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 장덕로6번길 59,84.8396,84.8396,광산구,수완동,광산구,수완동,True
31264937,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31264938,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 장덕로6번길 59,84.2801,84.2801,광산구,수완동,광산구,수완동,True
31266220,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.155,26.155,북구,양산동,북구,양산동,False
31266221,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,22.895,22.895,북구,양산동,북구,양산동,False
31266222,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,52.56,52.56,북구,양산동,북구,양산동,False
31266250,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.155,26.155,북구,양산동,북구,양산동,False
31266251,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.28,26.28,북구,양산동,북구,양산동,False
31266275,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.635,26.635,북구,양산동,북구,양산동,False
31266276,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,22.895,22.895,북구,양산동,북구,양산동,False
31266311,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,22.895,22.895,북구,양산동,북구,양산동,False
31266342,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.155,26.155,북구,양산동,북구,양산동,False
31266343,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.155,26.155,북구,양산동,북구,양산동,False
31266344,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.635,26.635,북구,양산동,북구,양산동,False
31266375,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,21.42,21.42,북구,양산동,북구,양산동,False
31266404,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.155,26.155,북구,양산동,북구,양산동,False
31266433,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.635,26.635,북구,양산동,북구,양산동,False
31266434,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,26.155,26.155,북구,양산동,북구,양산동,False
31266435,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,22.895,22.895,북구,양산동,북구,양산동,False
31266436,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로 215-4,21.42,21.42,북구,양산동,북구,양산동,False
31267473,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.87,84.87,남구,효덕동,남구,효덕동,True
31267474,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 서강로54번길 32,59.8159,59.8159,북구,운암1동,북구,운암1동,True
31267480,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.57,84.57,남구,백운1동,남구,백운1동,False
31267482,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로 11,84.99,84.99,서구,동천동,서구,동천동,False
31267483,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 서강로54번길 32,84.9273,84.9273,북구,운암1동,북구,운암1동,True
31267495,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 노대실로 89,84.87,84.87,남구,효덕동,남구,효덕동,True
31270206,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 15,59.9102,59.9102,광산구,하남동,광산구,하남동,False
31270708,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 41,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31270734,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 동운로 192,79.7855,79.7855,북구,운암1동,북구,운암1동,True
31270748,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,84.81,84.81,남구,백운1동,남구,백운1동,False
31272414,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 15,59.9538,59.9538,광산구,하남동,광산구,하남동,False
31272429,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로423번길 42,59.8814,59.8814,북구,건국동,북구,건국동,False
31272522,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로 11,75.99,75.99,서구,동천동,서구,동천동,False
31273164,매입임대,24.0,3,북구,1,전남광주통합특별시 북구 양산택지로79번길 24-7,47.4656,47.6563,북구,건국동,북구,건국동,False
31273167,매입임대,8.0,3,북구,1,전남광주통합특별시 북구 일곡마을로 132,53.5373,67.0851,북구,일곡동,북구,일곡동,False
31273173,매입임대,8.0,4,북구,1,전남광주통합특별시 북구 군왕로117번길 19,51.7947,61.9051,북구,두암1동,북구,두암1동,False
31273181,매입임대,20.0,8,북구,1,전남광주통합특별시 북구 자라봉로56번길 15-3,43.5824,71.6703,북구,양산동,북구,양산동,False
31274640,행복주택,100.0,3,광산구,1,전남광주통합특별시 광산구 임방울대로825번길 9,16.8,36.72,광산구,첨단1동,광산구,첨단1동,True
31274641,행복주택,200.0,3,광산구,1,전남광주통합특별시 광산구 임방울대로800번길 11-5,16.8,36.72,광산구,첨단2동,북구,첨단2동,True
31274644,행복주택,100.0,2,광산구,1,전남광주통합특별시 광산구 첨단중앙로152번길 6-8,21.88,39.78,광산구,첨단1동,광산구,첨단1동,True
31274911,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 목련로 41,84.8198,84.8198,광산구,하남동,광산구,하남동,False
31274915,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로 11,51.94,51.94,북구,임동,북구,임동,False
31274916,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31274917,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 왕버들로251번길 27,84.9429,84.9429,광산구,신창동,광산구,신창동,False
31274921,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로71번길 33,84.7886,84.7886,광산구,신창동,광산구,신창동,False
31275272,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9963,59.9963,동구,지원2동,동구,지원2동,False
31275273,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로693번길 11,74.96,74.96,동구,학동,동구,학동,True
31275274,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 내방로 337,54.6212,54.6212,서구,화정1동,서구,화정1동,False
31275275,매입임대,1.0,1,서구,1,전남광주통합특별시 서구 동천로18번길 19,75.72,75.72,서구,동천동,서구,동천동,False
31275276,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 방림로 31,75.83,75.83,남구,방림1동,남구,방림1동,True
31275277,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 21,74.97,74.97,남구,효덕동,남구,효덕동,True
31275278,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31275279,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31275280,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31275281,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31275282,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 효우2로 89,74.95,74.95,남구,송암동,남구,송암동,True
31275283,매입임대,1.0,1,남구,1,전남광주통합특별시 남구 독립로80번길 7,74.88,74.88,남구,백운1동,남구,백운1동,False
31275284,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 천변우로 11,59.91,59.91,북구,임동,북구,임동,False
31275285,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 용두마을길 13,59.98,59.98,북구,건국동,북구,건국동,False
31275286,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 33,71.5672,71.5672,광산구,어룡동,광산구,어룡동,False
31275287,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 33,71.586,71.586,광산구,어룡동,광산구,어룡동,False
31275288,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운로 55,72.6814,72.6814,광산구,어룡동,광산구,어룡동,False
31275289,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 선운중앙로 43,73.8321,73.8321,광산구,어룡동,광산구,어룡동,False
31275290,매입임대,1.0,1,광산구,1,전남광주통합특별시 광산구 신창로161번길 34,59.748,59.748,광산구,신창동,광산구,신창동,False
31275295,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,78.2705,78.2705,동구,지원2동,동구,지원2동,False
31275296,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,78.2705,78.2705,동구,지원2동,동구,지원2동,False
31275297,매입임대,1.0,1,동구,1,전남광주통합특별시 동구 남문로 307,59.9963,59.9963,동구,지원2동,동구,지원2동,False
