시설명,시설유형,기관분류,주소,자치구,출처,출처URL,수집기준,수집일,위도,경도,카카오검색주소,지오코딩상태,좌표보완방식,좌표보완검색어,공식자치구,공식행정동,행정동코드,행정동매핑상태,프로젝트자치구,프로젝트행정동,분석대상여부,원본자치구_좌표자치구_일치
중흥1동 행정복지센터,기타공간,공공,"광주 북구 중흥로183번길 7 (중흥동, 중흥1동주민센터)",북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1616887592961,126.913775751207,전남광주통합특별시 북구 중흥로183번길 7,성공,,,북구,중흥1동,1230051000,성공,북구,중흥1동,False,True
㈜국제커리어센터,취업지원형,공공,광주 북구 호동로 6-6 (중흥동) 광주직업전문학교,북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1741036767573,126.913735420865,전남광주통합특별시 북구 호동로 6-6,성공,,,북구,중흥동,1230053500,성공,북구,중흥동,False,True
광주청년일자리스테이션 용봉,취업지원형,공공,"광주 북구 용봉로 105 (용봉동, 북구행복어울림센터) 5층",북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.172738298487,126.908332341665,전남광주통합특별시 북구 용봉로 105,성공,,,북구,용봉동,1230059000,성공,북구,용봉동,True,True
전남대학교 대학일자리플러스센터,취업지원형,공공,"광주 북구 용봉로 77 (용봉동, 전남대학교) 제1학생회관 2층",북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1739175430866,126.911235470135,전남광주통합특별시 북구 용봉로 77,성공,,,북구,용봉동,1230059000,성공,북구,용봉동,True,True
광주청년드림은행,통합지원형,공공,광주 북구 무등로 237 (중흥동) 2층,북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1645719757534,126.909746806502,전남광주통합특별시 북구 무등로 237,성공,,,북구,중흥1동,1230051000,성공,북구,중흥1동,False,True
북구청년센터 청춘이랑,통합지원형,공공,광주 북구 자미로66번길 55 (중흥동),북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1710597043163,126.907743761497,전남광주통합특별시 북구 자미로66번길 55,성공,,,북구,중흥동,1230053500,성공,북구,중흥동,False,True
스테이지,통합지원형,공공,광주 북구 자미로6번길 45 (중흥동) 2층,북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1657064744182,126.907069374741,전남광주통합특별시 북구 자미로6번길 45,성공,,,북구,중흥1동,1230051000,성공,북구,중흥1동,False,True
시화문화마을 작은도서관,통합지원형,공공,"광주 북구 각화대로 93 (각화동, 시화문화마을 문화관 커뮤니티센터)",북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1790941867639,126.940495006467,전남광주통합특별시 북구 각화대로 93,성공,,,북구,문화동,1230065000,성공,북구,문화동,False,True
오치2동 세대공감배움터,통합지원형,공공,"광주 북구 서하로183번길 29 (오치동, 오치2동주민센터)",북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1899776148431,126.900429959467,전남광주통합특별시 북구 서하로183번길 29,성공,,,북구,오치2동,1230067700,성공,북구,오치2동,False,True
오치복합커뮤니티센터,통합지원형,공공,"광주 북구 서하로194번길 6 (오치동, 오치 영구임대아파트) 오치복합커뮤니티센터",북구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1854488449553,126.900977743698,전남광주통합특별시 북구 서하로194번길 6,성공,,,북구,오치2동,1230067700,성공,북구,오치2동,False,True
광주광역시 자원봉사센터,기타공간,공공,"광주 서구 상무대로 760 (마륵동, 광주교통공사) 광주광역시 자원봉사센터",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1455648530012,126.847724112722,전남광주통합특별시 서구 상무대로 760,성공,,,서구,서창동,1224080000,성공,서구,서창동,False,True
광주시청자미디어센터,기타공간,공공,"광주 서구 회재로 905 (금호동, 시청자미디어센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1237900551135,126.86230334026,전남광주통합특별시 서구 회재로 905,성공,,,서구,금호2동,1224082400,성공,서구,금호2동,False,True
광주학생독립운동기념회관,기타공간,공공,"광주 서구 학생독립로 30 (화정동, 광주학생독립운동기념관)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1405880269981,126.865020750692,전남광주통합특별시 서구 학생독립로 30,성공,,,서구,화정4동,1224079000,성공,서구,화정4동,False,True
금호1동 행정복지센터,기타공간,공공,"광주 서구 운천로31번길 17 (금호동, 금호1동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1351809261176,126.857148429404,전남광주통합특별시 서구 운천로31번길 17,성공,,,서구,금호1동,1224082100,성공,서구,금호1동,True,True
금호2동 작은도서관,기타공간,공공,"광주 서구 풍금로 135 (금호동, 금호2동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1289627883664,126.857151828242,전남광주통합특별시 서구 풍금로 135,성공,,,서구,금호2동,1224082400,성공,서구,금호2동,False,True
농성1동 행정복지센터,기타공간,공공,"광주 서구 상무대로1189번길 23 (농성동, 농성1동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1566614903072,126.889732361263,전남광주통합특별시 서구 상무대로1189번길 23,성공,,,서구,농성1동,1224065000,성공,서구,농성1동,True,True
동천동 작은도서관,기타공간,공공,"광주 서구 유림로98번길 8 (동천동, 동천동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1708526504747,126.864731999931,전남광주통합특별시 서구 유림로98번길 8,성공,,,서구,동천동,1224084000,성공,서구,동천동,False,True
문화의숲 도서관,기타공간,공공,"광주 서구 마재로 3 (금호동, 서구문화센터) 3층 문화의숲 도서관",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.130813963578,126.86036212615,전남광주통합특별시 서구 마재로 3,성공,,,서구,금호2동,1224082400,성공,서구,금호2동,False,True
별빛 발산마을 커뮤니티센터,기타공간,공공,광주 서구 천변좌로108번길 16-32 (양동) 2층,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1590571850359,126.890895724542,전남광주통합특별시 서구 천변좌로108번길 16-32,성공,,,서구,양3동,1224059000,성공,서구,양3동,False,True
상록도서관,기타공간,공공,"광주 서구 상무대로1171번길 11 (농성동, 상록도서관)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1552102085134,126.888940052997,전남광주통합특별시 서구 상무대로1171번길 11,성공,,,서구,농성1동,1224065000,성공,서구,농성1동,True,True
상무1동 행정복지센터,기타공간,공공,"광주 서구 월드컵4강로197번길 20 (쌍촌동, 상무1동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1537886693883,126.867419573099,전남광주통합특별시 서구 월드컵4강로197번길 20,성공,,,서구,상무1동,1224075100,성공,서구,상무1동,False,True
새몰마루작은도서관,기타공간,공공,광주 서구 천변우하로 301 (유촌동) 3층,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1659202740922,126.854417744456,전남광주통합특별시 서구 천변우하로 301,성공,,,서구,유덕동,1224074000,성공,서구,유덕동,False,True
서빛마루도서관,기타공간,공공,광주 서구 풍암공원로 30 (풍암동) 4층,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1304741316296,126.880587274647,전남광주통합특별시 서구 풍암공원로 30,성공,,,서구,풍암동,1224083000,성공,서구,풍암동,True,True
서창한옥작은도서관,기타공간,공공,광주 서구 세동1길 27-1 (세하동) 1층,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1150862049771,126.83024612319,전남광주통합특별시 서구 세동1길 27-1,성공,,,서구,서창동,1224080000,성공,서구,서창동,False,True
소담스퀘어 광주,기타공간,공공,"광주 서구 무진대로 919 (광천동, 호반 써밋 광주) 2~3층",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1623727902778,126.880530024229,전남광주통합특별시 서구 무진대로 919,성공,주소검색,광주 서구 무진대로 919,서구,광천동,1224073000,성공,서구,광천동,False,True
양동 행정복지센터,기타공간,공공,"광주 서구 천변좌로222번길 3-2 (양동, 양동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1548959818265,126.900876162829,전남광주통합특별시 서구 천변좌로222번길 3-2,성공,,,서구,양동,1224057500,성공,서구,양동,False,True
어린이생태학습도서관,기타공간,공공,"광주 서구 풍암공원로 8 (풍암동, 어린이생태학습도서관)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1297565337036,126.881851928523,전남광주통합특별시 서구 풍암공원로 8,성공,,,서구,풍암동,1224083000,성공,서구,풍암동,True,True
에너지파크 해담마루,기타공간,공공,광주 서구 상무공원로 131 (치평동),서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1562543835019,126.842185310911,전남광주통합특별시 서구 상무공원로 131,성공,,,서구,치평동,1224074500,성공,서구,치평동,True,True
일가정양립지원본부,기타공간,공공,"광주 서구 상무자유로 73 (치평동, 일가정양립지원본부)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1522166109578,126.842221312631,전남광주통합특별시 서구 상무자유로 73,성공,,,서구,치평동,1224074500,성공,서구,치평동,True,True
화정4동 작은도서관,기타공간,공공,"광주 서구 염화로83번길 3 (화정동, 화정4동 행정복지센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1418251053658,126.873764522049,전남광주통합특별시 서구 염화로83번길 3,성공,,,서구,화정4동,1224079000,성공,서구,화정4동,False,True
꿈이룸 상무 2호점,창업지원형,공공,광주 서구 상무중앙로 24 (치평동) 엠씨타워 1층,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1489096419869,126.848892563329,전남광주통합특별시 서구 상무중앙로 24,성공,,,서구,치평동,1224074500,성공,서구,치평동,True,True
서구 스타트업센터,창업지원형,공공,"광주 서구 상무대로 지하 1123 (농성동, 농성역) 농성역 지하 1층",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1533406469668,126.88304252615,전남광주통합특별시 서구 상무대로 지하 1123,성공,,,서구,화정1동,1224076000,성공,서구,화정1동,False,True
광주청년일자리스테이션 상무,취업지원형,공공,"광주 서구 상무중앙로 9 (치평동, 동양빌딩) 동양빌딩 9층",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1478067687644,126.84790891024,전남광주통합특별시 서구 상무중앙로 9,성공,,,서구,치평동,1224074500,성공,서구,치평동,True,True
서구 Job Café 청춘발산공작소,취업지원형,공공,"광주 서구 내방로 392 (농성동, 한국자산관리공사 광주전남지역본부) 한국자산관리공사 별관1층",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1573378010852,126.883587878535,전남광주통합특별시 서구 내방로 392,성공,,,서구,농성1동,1224065000,성공,서구,농성1동,True,True
광주청년센터 토닥토닥 상무점,통합지원형,공공,광주 서구 상무중앙로 34 (치평동) 2층,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1499428234408,126.848854328209,전남광주통합특별시 서구 상무중앙로 34,성공,,,서구,치평동,1224074500,성공,서구,치평동,True,True
나무창작소협동조합,통합지원형,공공,광주 서구 쌍촌로 6 (쌍촌동) B1,서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1453562923646,126.865321240936,전남광주통합특별시 서구 쌍촌로 6,성공,,,서구,상무2동,1224075200,성공,서구,상무2동,False,True
서구생활문화센터,통합지원형,공공,"광주 서구 마재로 3 (금호동, 서구문화센터)",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.130813963578,126.86036212615,전남광주통합특별시 서구 마재로 3,성공,,,서구,금호2동,1224082400,성공,서구,금호2동,False,True
서구청년센터플러스,통합지원형,공공,광주 서구 상무대로1240번길 21 (양동),서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.155029485914,126.897959818713,전남광주통합특별시 서구 상무대로1240번길 21,성공,,,서구,양3동,1224059000,성공,서구,양3동,False,True
서구 사회적경제 사랑방,프로그램운영형,공공,"광주 서구 북촌길 31 (마륵동, 광주 상무역 골드클래스 아파트) 서구 사회적경제 사랑방",서구,광주청년통합플랫폼,https://youth.gwangju.go.kr/www/areaResve/resveList,광주청년통합플랫폼에서 기관분류가 공공으로 표시된 시설,2026-09-05,35.1438672834381,126.850517958162,전남광주통합특별시 서구 북촌길 31,성공,,,서구,서창동,1224080000,성공,서구,서창동,False,True
