"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3359","전남광주통합특별시 여수시 돌산읍 우두리","1134-2","1134","0002","청솔3차","월세","59.8500","202512","11","500","45","13","2003","강남동로 46-7","202512~202712","신규","-","","","아파트"
"3360","전남광주통합특별시 여수시 율촌면 월산리","1501-1","1501","0001","동양엔파트","월세","59.7442","202512","11","500","50","3","2011","여순로 1038","202512~202712","신규","-","","","아파트"
"3361","전남광주통합특별시 무안군 일로읍 오룡리","111","0111","0000","오룡에듀포레푸르지오(2단지)","전세","84.9783","202512","11","33,000","0","11","2020","오룡중앙동로 65","202602~202802","신규","-","","","아파트"
"3362","전남광주통합특별시 순천시 해룡면 신대리","2004","2004","0000","중흥에스-클래스3단지","월세","72.4203","202512","11","2,000","95","11","2014","신대로 96","202512~202712","갱신","-","2,000","85","아파트"
"3363","전남광주통합특별시 순천시 해룡면 신대리","1968","1968","0000","중흥에스-클래스6단지메가타운","전세","84.9793","202512","11","30,000","0","11","2015","좌야로 135","202602~202802","신규","-","","","아파트"
"3364","전남광주통합특별시 광양시 광양읍 덕례리","1755-1","1755","0001","대림","월세","37.3500","202512","11","300","35","17","1998","대림오성로 11","202601~202801","신규","-","","","아파트"
"3365","전남광주통합특별시 영암군 삼호읍 용앙리","1736","1736","0000","용앙휴먼시아","월세","46.5600","202512","11","2,289","15","12","2009","삼호중앙로 214","202601~202712","갱신","-","0","18","아파트"
"3366","전남광주통합특별시 광양시 광양읍 덕례리","1849","1849","0000","세미존서희스타힐스","전세","74.8999","202512","11","17,000","0","4","2023","무선2길 15","202602~202802","신규","-","","","아파트"
"3367","전남광주통합특별시 광양시 광양읍 덕례리","1822","1822","0000","수시아","월세","73.0771","202512","11","5,000","30","18","2012","서산길 43","-","-","-","","","아파트"
"3368","전남광주통합특별시 무안군 삼향읍 남악리","2270","2270","0000","남악상록","월세","59.9900","202512","11","7,514","5","1","2009","남악2로22번길 59","202601~202801","신규","-","","","아파트"
"3369","전남광주통합특별시 무안군 삼향읍 남악리","2270","2270","0000","남악상록","월세","59.9900","202512","11","7,514","5","1","2009","남악2로22번길 59","202601~202801","신규","-","","","아파트"
"3370","전남광주통합특별시 화순군 화순읍 만연리","243","0243","0000","부영3","전세","49.9200","202512","10","4,550","0","11","1997","광덕로 180","202602~202702","신규","-","","","아파트"
"3371","전남광주통합특별시 화순군 화순읍 만연리","244","0244","0000","부영5","전세","49.9200","202512","10","4,522","0","12","1997","광덕로 202","202512~202612","신규","-","","","아파트"
"3372","전남광주통합특별시 순천시 해룡면 복성리","694","0694","0000","순천복성지구한신더휴","전세","84.9830","202512","10","28,000","0","2","2022","순광로 234-8","202602~202802","신규","-","","","아파트"
"3373","전남광주통합특별시 나주시 남평읍 동사리","414","0414","0000","에스티엑스칸.중우하나린","전세","84.9852","202512","10","16,000","0","19","2017","강변2길 20","202603~202803","갱신","사용","16,000","0","아파트"
"3374","전남광주통합특별시 무안군 무안읍 교촌리","66","0066","0000","금광브니엘","월세","49.6900","202512","10","484","18","6","1999","승달로 12","202512~202801","신규","-","","","아파트"
"3375","전남광주통합특별시 광양시 광양읍 구산리","832-1","0832","0001","덕진광양의봄","월세","59.9576","202512","10","1,000","60","5","2013","서평1길 9","202601~202801","신규","-","","","아파트"
"3376","전남광주통합특별시 여수시 율촌면 월산리","1502-1","1502","0001","율촌1차국제미소래","전세","59.5213","202512","10","18,200","0","12","2024","여순로 1022-179","202512~202712","신규","-","","","아파트"
"3377","전남광주통합특별시 순천시 해룡면 복성리","694","0694","0000","순천복성지구한신더휴","전세","84.9830","202512","10","28,000","0","2","2022","순광로 234-8","202602~202802","신규","-","","","아파트"
"3378","전남광주통합특별시 장흥군 장흥읍 건산리","813","0813","0000","미르채아파트","전세","59.9821","202512","10","12,603","0","10","2017","장흥로 76-25","202512~202712","신규","-","","","아파트"
"3379","전남광주통합특별시 나주시 금천면 석전리","619","0619","0000","빛가람코오롱하늘채","월세","59.9635","202512","10","2,000","75","22","2022","천석길 35","202601~202801","신규","-","","","아파트"
"3380","전남광주통합특별시 광양시 광양읍 용강리","893","0893","0000","창덕에버빌2단지","월세","59.9400","202512","10","2,471","15","7","2001","용강1길 12","202601~202712","신규","-","","","아파트"
"3381","전남광주통합특별시 나주시 금천면 석전리","619","0619","0000","빛가람코오롱하늘채","전세","59.9635","202512","10","18,000","0","9","2022","천석길 35","202602~202802","신규","-","","","아파트"
"3382","전남광주통합특별시 나주시 금천면 석전리","619","0619","0000","빛가람코오롱하늘채","전세","59.9994","202512","10","18,000","0","6","2022","천석길 35","202602~202802","신규","-","","","아파트"
"3383","전남광주통합특별시 순천시 서면 선평리","1096","1096","0000","순천서면모아엘가리버파크","전세","84.4610","202512","10","26,000","0","7","2022","선평윗길 23","202603~202803","신규","-","","","아파트"
"3384","전남광주통합특별시 광양시 광양읍 덕례리","1822","1822","0000","수시아","월세","73.0771","202512","10","3,000","40","16","2012","서산길 43","202602~202802","신규","-","","","아파트"
"3385","전남광주통합특별시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","월세","60.4624","202512","10","2,000","80","7","2013","첨단연신로 166","202601~202801","신규","-","","","아파트"
"3386","전남광주통합특별시 서구 화정동","858-2","0858","0002","럭키","전세","52.5600","202512","10","9,000","0","4","1985","염화로40번길 20","202601~202801","신규","-","","","아파트"
"3387","전남광주통합특별시 서구 농성동","417-9","0417","0009","광천프라임아너팰리스","전세","59.8246","202512","10","18,800","0","22","2019","내방로 423","202601~202701","갱신","-","18,800","0","아파트"
"3388","전남광주통합특별시 서구 농성동","417-9","0417","0009","광천프라임아너팰리스","전세","59.8246","202512","10","18,800","0","7","2019","내방로 423","202602~202702","갱신","-","18,800","0","아파트"
"3389","전남광주통합특별시 서구 농성동","417-9","0417","0009","광천프라임아너팰리스","전세","59.8246","202512","10","18,800","0","25","2019","내방로 423","202601~202801","갱신","-","18,800","0","아파트"
"3390","전남광주통합특별시 북구 일곡동","850-4","0850","0004","청솔2차","월세","48.4500","202512","10","500","45","11","2000","설죽로 555","202512~202712","신규","-","","","아파트"
"3391","전남광주통합특별시 서구 화정동","334-70","0334","0070","백제","전세","43.0000","202512","10","6,500","0","4","1983","월드컵4강로112번길 23-1","202601~202801","신규","-","","","아파트"
"3392","전남광주통합특별시 서구 쌍촌동","970-6","0970","0006","포레스힐(도시형생활주택)","월세","19.5438","202512","10","200","39","8","2012","상무민주로5번길 9","202512~202612","신규","-","","","아파트"
"3393","전남광주통합특별시 북구 운암동","232","0232","0000","우성","전세","84.9800","202512","10","16,000","0","1","1996","서강로 160","202601~202801","갱신","-","15,500","0","아파트"
"3394","전남광주통합특별시 북구 운암동","232","0232","0000","우성","전세","84.9800","202512","10","14,000","0","1","1996","서강로 160","202601~202801","갱신","사용","16,000","0","아파트"
"3395","전남광주통합특별시 북구 양산동","205-1","0205","0001","일신1차","전세","59.7850","202512","10","12,500","0","17","1996","양산택지로79번길 15","202602~202802","신규","-","","","아파트"
"3396","전남광주통합특별시 북구 용봉동","1478","1478","0000","용봉동아델리움인비엔날레","전세","84.8097","202512","10","30,000","0","11","2017","운용로 49","202602~202802","신규","-","","","아파트"
"3397","전남광주통합특별시 서구 양동","60-2","0060","0002","금호2차","전세","84.9200","202512","10","13,000","0","3","1985","천변좌로 264","202601~202801","신규","-","","","아파트"
"3398","전남광주통합특별시 북구 용봉동","1478","1478","0000","용봉동아델리움인비엔날레","전세","84.8097","202512","10","30,000","0","11","2017","운용로 49","202602~202802","신규","-","","","아파트"
"3399","전남광주통합특별시 북구 용봉동","1348-4","1348","0004","동성노블리","전세","17.3698","202512","10","4,500","0","5","2013","설죽로251번길 26-7","202512~202712","신규","-","","","아파트"
"3400","전남광주통합특별시 북구 문흥동","996-3","0996","0003","라인","월세","59.9650","202512","10","1,000","50","13","1994","문산로 61","202512~202712","신규","-","","","아파트"
"3401","전남광주통합특별시 서구 치평동","1171-6","1171","0006","라인대주","월세","59.8700","202512","10","3,000","60","1","1997","치평로 15","202602~202802","신규","-","","","아파트"
"3402","전남광주통합특별시 서구 치평동","1171-4","1171","0004","금호쌍용","전세","164.8100","202512","10","50,000","0","4","1998","치평로 35","202601~202801","신규","-","","","아파트"
"3403","전남광주통합특별시 서구 치평동","1218","1218","0000","상무지구리채시티","월세","20.0778","202512","10","300","36","7","2014","시청로 71","202512~202612","신규","-","","","아파트"
"3404","전남광주통합특별시 서구 치평동","1218","1218","0000","상무지구리채시티","월세","20.0778","202512","10","300","42","8","2014","시청로 71","202512~202612","신규","-","","","아파트"
"3405","전남광주통합특별시 서구 치평동","1218","1218","0000","상무지구리채시티","월세","20.0778","202512","10","300","42","8","2014","시청로 71","202512~202612","신규","-","","","아파트"
"3406","전남광주통합특별시 서구 치평동","1258-5","1258","0005","상무리채2","월세","20.1489","202512","10","300","42","8","2014","시청로 13","202512~202612","신규","-","","","아파트"
"3407","전남광주통합특별시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","월세","84.9596","202512","10","10,000","130","4","2022","월드컵4강로 27","202602~202612","신규","-","","","아파트"
"3408","전남광주통합특별시 서구 화정동","740-6","0740","0006","현대(740-6)","월세","84.8600","202512","10","2,000","60","9","1986","화운로175번길 15","202602~202802","갱신","-","2,000","60","아파트"
"3409","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","8","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3410","전남광주통합특별시 목포시 용해동","1054","1054","0000","포미타운엘에이치4단지","월세","46.9300","202512","10","2,378","18","14","2013","용해지구로88번길 24","202601~202712","갱신","-","2,309","17","아파트"
"3411","전남광주통합특별시 목포시 용해동","1054","1054","0000","포미타운엘에이치4단지","월세","46.9300","202512","10","2,378","18","4","2013","용해지구로88번길 24","202601~202712","갱신","-","2,309","17","아파트"
"3412","전남광주통합특별시 목포시 용해동","1054","1054","0000","포미타운엘에이치4단지","월세","36.8000","202512","10","1,070","13","9","2013","용해지구로88번길 24","202601~202712","갱신","-","1,039","13","아파트"
"3413","전남광주통합특별시 목포시 연산동","1261","1261","0000","연산주공5단지","월세","84.9000","202512","10","1,000","60","14","1998","원산중앙로 109-1","202601~202906","신규","-","","","아파트"
"3414","전남광주통합특별시 목포시 옥암동","1023","1023","0000","부영1차","월세","60.0000","202512","10","5,068","9","14","1995","삼향천로 35","202512~202612","갱신","-","5,068","9","아파트"
"3415","전남광주통합특별시 목포시 옥암동","1150","1150","0000","옥암주공","월세","39.7200","202512","10","2,067","7","4","2007","당가두로38번길 11","202601~202712","갱신","-","2,024","9","아파트"
"3416","전남광주통합특별시 목포시 옥암동","962","0962","0000","우미1","월세","49.7700","202512","10","500","45","12","1993","삼향천로 131","202512~202612","신규","-","","","아파트"
"3417","전남광주통합특별시 목포시 산정동","1836","1836","0000","목포라송센트럴카운티","전세","74.2299","202512","10","16,347","0","3","2016","양을로99번길 8","202602~202702","신규","-","","","아파트"
"3418","전남광주통합특별시 목포시 산정동","1836","1836","0000","목포라송센트럴카운티","전세","74.2299","202512","10","16,347","0","6","2016","양을로99번길 8","202602~202702","신규","-","","","아파트"
"3419","전남광주통합특별시 목포시 산정동","1836","1836","0000","목포라송센트럴카운티","전세","74.2299","202512","10","16,347","0","3","2016","양을로99번길 8","202602~202702","신규","-","","","아파트"
"3420","전남광주통합특별시 목포시 석현동","1185","1185","0000","하당풍경채어바니티","월세","105.9519","202512","10","5,000","155","25","2023","석현로25번길 9","202603~202803","신규","-","","","아파트"
"3421","전남광주통합특별시 북구 중흥동","836","0836","0000","제일풍경채센트럴파크1단지","전세","84.9200","202512","10","40,000","0","16","2022","우치로40번길 25","202601~202801","신규","-","","","아파트"
"3422","전남광주통합특별시 북구 중흥동","836","0836","0000","제일풍경채센트럴파크1단지","전세","109.7900","202512","10","45,000","0","5","2022","우치로40번길 25","202602~202802","신규","-","","","아파트"
"3423","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","9","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3424","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","16","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3425","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","5","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3426","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","19","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3427","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","8","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3428","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","14","2019","효죽로9번길 53","202601~202801","갱신","-","18,500","0","아파트"
"3429","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","13","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3430","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","8","2019","효죽로9번길 53","202602~202802","갱신","-","18,500","0","아파트"
"3431","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","10","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3432","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9891","202512","10","17,900","0","3","2019","효죽로9번길 53","202602~202801","갱신","-","17,900","0","아파트"
"3433","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9550","202512","10","18,500","0","4","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3434","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","10","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3435","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","6","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3436","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","20","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3437","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","8","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3438","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","17","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3439","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","10","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3440","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","17","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3441","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","3","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3442","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","13","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3443","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","14","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3444","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9550","202512","10","18,500","0","9","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3445","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","9","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3446","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9550","202512","10","18,500","0","7","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3447","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","4","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3448","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","18","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3449","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","5","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3450","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","4","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3451","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","5","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3452","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9550","202512","10","18,500","0","3","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3453","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","18","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3454","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","3","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3455","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","7","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3456","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","8","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3457","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","9","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3458","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","5","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3459","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9891","202512","10","17,900","0","9","2019","효죽로9번길 53","-","-","-","","","아파트"
"3460","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","4","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3461","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9891","202512","10","17,900","0","12","2019","효죽로9번길 53","202602~202801","갱신","-","17,900","0","아파트"
"3462","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9550","202512","10","18,500","0","20","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3463","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","10","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3464","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","17","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3465","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202512","10","18,500","0","18","2019","효죽로9번길 53","202602~202801","갱신","-","18,500","0","아파트"
"3466","전남광주통합특별시 북구 중흥동","323-1","0323","0001","모아1","전세","133.3500","202512","10","20,000","0","5","1991","서암대로 199","202512~202712","신규","-","","","아파트"
"3467","전남광주통합특별시 북구 임동","633","0633","0000","서림마을다사로움1단지","월세","16.7850","202512","10","1,598","8","14","2021","서림로 119-5","202512~202801","신규","-","","","아파트"
"3468","전남광주통합특별시 북구 임동","634","0634","0000","서림마을다사로움2단지","월세","16.8045","202512","10","1,537","7","15","2021","자동차로 11-9","202512~202801","신규","-","","","아파트"
"3469","전남광주통합특별시 북구 임동","634","0634","0000","서림마을다사로움2단지","월세","16.8045","202512","10","1,537","7","18","2021","자동차로 11-9","-","-","-","","","아파트"
"3470","전남광주통합특별시 북구 임동","634","0634","0000","서림마을다사로움2단지","월세","16.8045","202512","10","1,627","8","16","2021","자동차로 11-9","202512~202801","신규","-","","","아파트"
"3471","전남광주통합특별시 북구 임동","634","0634","0000","서림마을다사로움2단지","월세","16.8045","202512","10","300","10","7","2021","자동차로 11-9","202512~202801","신규","-","","","아파트"
"3472","전남광주통합특별시 북구 임동","634","0634","0000","서림마을다사로움2단지","월세","16.8045","202512","10","1,627","8","7","2021","자동차로 11-9","202512~202801","신규","-","","","아파트"
"3473","전남광주통합특별시 북구 임동","637","0637","0000","임동중흥에스클래스센텀파크","전세","39.9860","202512","10","19,413","0","9","2021","임동로 7","202603~202803","신규","-","","","아파트"
"3474","전남광주통합특별시 목포시 대양동","75-12","0075","0012","근화희망타운2차","월세","39.8400","202512","10","300","42","10","2000","산양로 40","202512~202712","신규","-","","","아파트"
"3475","전남광주통합특별시 북구 임동","887","0887","0000","S-클래스더제니스","전세","84.9366","202512","10","31,500","0","27","2024","천변우로 227","202512~202704","신규","-","","","아파트"
"3476","전남광주통합특별시 북구 임동","887","0887","0000","S-클래스더제니스","월세","76.8231","202512","10","7,000","115","19","2024","천변우로 227","202601~202801","신규","-","","","아파트"
"3477","전남광주통합특별시 목포시 산정동","1836","1836","0000","목포라송센트럴카운티","전세","74.2299","202512","10","16,347","0","6","2016","양을로99번길 8","202602~202702","신규","-","","","아파트"
"3478","전남광주통합특별시 동구 소태동","1103","1103","0000","무등산골드클래스","전세","59.9834","202512","10","25,000","0","12","2018","학소로 109","202602~202802","신규","-","","","아파트"
"3479","전남광주통합특별시 여수시 웅천동","1831","1831","0000","여수웅천부영3차","전세","84.3616","202512","10","20,512","0","9","2015","웅천로 291","202512~202612","갱신","-","20,330","0","아파트"
"3480","전남광주통합특별시 나주시 빛가람동","303","0303","0000","사랑으로부영3단지","전세","84.9826","202512","10","14,291","0","12","2017","빛가람로 800","202601~202701","갱신","-","14,108","0","아파트"
"3481","전남광주통합특별시 나주시 빛가람동","303","0303","0000","사랑으로부영3단지","전세","84.9826","202512","10","14,291","0","20","2017","빛가람로 800","202601~202701","갱신","-","14,108","0","아파트"
"3482","전남광주통합특별시 나주시 빛가람동","118","0118","0000","빛가람혁신도시중흥에스-클래스센트럴1차","전세","84.9345","202512","10","27,000","0","2","2016","우정로 77","202602~202802","갱신","사용","27,000","0","아파트"
"3483","전남광주통합특별시 나주시 빛가람동","551","0551","0000","사랑으로부영2단지","월세","84.9933","202512","10","7,914","24","3","2015","그린로 125","202512~202612","갱신","-","7,813","24","아파트"
"3484","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202512","10","18,033","0","17","2021","여서로 55","202512~202612","갱신","-","17,697","0","아파트"
"3485","전남광주통합특별시 나주시 빛가람동","1","0001","0000","이노시티애시앙1단지","전세","84.5200","202512","10","28,000","0","3","2020","한빛로 91","202601~202801","신규","-","","","아파트"
"3486","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202512","10","18,033","0","23","2021","여서로 55","202512~202612","갱신","-","17,697","0","아파트"
"3487","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","59.9991","202512","10","18,033","0","7","2021","웅천로 292","202601~202701","갱신","-","17,697","0","아파트"
"3488","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","59.9991","202512","10","18,033","0","11","2021","웅천로 292","202512~202612","갱신","-","17,697","0","아파트"
"3489","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","84.3616","202512","10","22,366","0","8","2017","웅천로 190","202512~202612","갱신","-","21,949","0","아파트"
"3490","전남광주통합특별시 여수시 웅천동","1831","1831","0000","여수웅천부영3차","전세","84.3616","202512","10","20,512","0","12","2015","웅천로 291","202512~202612","갱신","-","20,330","0","아파트"
"3491","전남광주통합특별시 나주시 빛가람동","551","0551","0000","사랑으로부영2단지","전세","84.9933","202512","10","13,741","0","11","2015","그린로 125","-","-","-","","","아파트"
"3492","전남광주통합특별시 나주시 빛가람동","551","0551","0000","사랑으로부영2단지","전세","84.9933","202512","10","13,741","0","11","2015","그린로 125","202512~202612","갱신","-","13,565","0","아파트"
"3493","전남광주통합특별시 나주시 빛가람동","325","0325","0000","루멘하임","전세","84.9826","202512","10","18,000","0","8","2015","그린로 328","202601~202801","신규","-","","","아파트"
"3494","전남광주통합특별시 나주시 빛가람동","850","0850","0000","에듀캐슬아파트","전세","84.9600","202512","10","17,000","0","8","2014","그린로 276","202512~202712","신규","-","","","아파트"
"3495","전남광주통합특별시 나주시 삼영동","296-1","0296","0001","부영","전세","49.7100","202512","10","4,002","0","3","1998","삼영1길 61","202512~202612","갱신","-","3,967","0","아파트"
"3496","전남광주통합특별시 나주시 삼영동","296-1","0296","0001","부영","월세","49.7100","202512","10","3,418","6","3","1998","삼영1길 61","202512~202612","신규","-","","","아파트"
"3497","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.8400","202512","10","24,590","0","10","2021","여서로 55","202512~202612","갱신","-","24,132","0","아파트"
"3498","전남광주통합특별시 남구 봉선동","70","0070","0000","한국아델리움1단지","월세","129.6596","202512","10","50,000","124","6","2006","제석로80번안길 11","202601~202801","갱신","사용","50,000","110","아파트"
