NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,본번,부번,단지명,전용면적(㎡),층,건물명
9937,전남광주통합특별시 장흥군 장흥읍 건산리,5**,8m미만,21.73,월세,202402,1,200,40,2020.0,괘야리2길,-,-,-,,,단독다가구,,,,,,
9939,전남광주통합특별시 고흥군 고흥읍 행정리,2**,8m미만,23.0,월세,202402,1,500,37,2021.0,서문여산길,-,-,-,,,단독다가구,,,,,,
9940,전남광주통합특별시 장흥군 장흥읍 동동리,2**,8m미만,19.87,월세,202402,1,"2,600",1,,진골목길,202402~202501,갱신,-,"2,600",0.0,단독다가구,,,,,,
9942,전남광주통합특별시 남구 진월동,3**,12m미만,21.0,월세,202402,1,300,43,2020.0,광복마을4길,202402~202502,신규,-,,,단독다가구,,,,,,
9943,전남광주통합특별시 광양시 광양읍 구산리,8**,12m미만,16.52,월세,202402,1,200,40,2018.0,서평1길,202402~202502,신규,-,,,단독다가구,,,,,,
9944,전남광주통합특별시 북구 연제동,4**,8m미만,27.69,월세,202402,1,500,45,2019.0,연양로,202402~202602,신규,-,,,단독다가구,,,,,,
9945,전남광주통합특별시 순천시 해룡면 상삼리,6**,12m미만,33.0,월세,202402,1,150,29,2008.0,신흥중2길,-,-,-,,,단독다가구,,,,,,
9946,전남광주통합특별시 서구 쌍촌동,8**,12m미만,29.9,전세,202402,1,"10,000",0,2022.0,운천로162번길,-,-,-,,,단독다가구,,,,,,
9948,전남광주통합특별시 남구 송하동,4**,12m미만,20.78,월세,202402,1,500,40,2021.0,입하2안길,202402~202502,신규,-,,,단독다가구,,,,,,
9949,전남광주통합특별시 광산구 신창동,1***,12m미만,23.0,월세,202402,1,200,27,2011.0,신창로48번길,-,-,-,,,단독다가구,,,,,,
9950,전남광주통합특별시 서구 쌍촌동,9**,8m미만,32.0,월세,202402,1,200,40,2013.0,상무대로935번길,202402~202501,신규,-,,,단독다가구,,,,,,
9951,전남광주통합특별시 서구 쌍촌동,9**,12m미만,26.44,월세,202402,1,100,33,2012.0,월드컵4강로181번길,202401~202406,신규,-,,,단독다가구,,,,,,
9952,전남광주통합특별시 서구 화정동,8**,8m미만,26.23,월세,202402,1,500,67,2023.0,월드컵4강로42번길,202402~202501,신규,-,,,단독다가구,,,,,,
9954,전남광주통합특별시 목포시 양동,2*,8m미만,29.72,월세,202401,31,200,35,2018.0,북항로31번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9955,전남광주통합특별시 서구 화정동,7**,25m미만,28.86,월세,202401,31,"2,500",15,1978.0,화운로,-,-,-,,,단독다가구,,,,,,
9956,전남광주통합특별시 광산구 신창동,1***,25m미만,27.0,월세,202401,31,200,35,2006.0,신창로162번길,-,신규,-,,,단독다가구,,,,,,
9957,전남광주통합특별시 서구 풍암동,1***,12m미만,33.0,월세,202401,31,300,35,2006.0,풍암순환로109번길,202402~202502,신규,-,,,단독다가구,,,,,,
9958,전남광주통합특별시 남구 진월동,4**,12m미만,22.0,월세,202401,31,200,36,2010.0,화산로17번길,202402~202502,신규,-,,,단독다가구,,,,,,
9960,전남광주통합특별시 서구 풍암동,8**,12m미만,26.0,전세,202401,31,"3,000",0,2003.0,풍암신흥안길,202402~202602,신규,-,,,단독다가구,,,,,,
9963,전남광주통합특별시 순천시 석현동,4**,-,30.25,월세,202401,31,100,33,,석현길,202401~202512,신규,-,,,단독다가구,,,,,,
9964,전남광주통합특별시 서구 쌍촌동,9**,12m미만,25.4,월세,202401,31,200,30,2012.0,월드컵4강로181번길,-,-,-,,,단독다가구,,,,,,
9965,전남광주통합특별시 광산구 선암동,5**,12m미만,40.0,월세,202401,31,400,30,2017.0,선운로2번길,-,-,-,,,단독다가구,,,,,,
9966,전남광주통합특별시 광산구 소촌동,2**,25m미만,26.0,월세,202401,31,200,30,2020.0,소촌로,202402~202502,신규,-,,,단독다가구,,,,,,
9967,전남광주통합특별시 북구 두암동,5**,12m미만,20.52,전세,202401,31,"9,500",0,,문화소통로302번길,-,-,-,,,단독다가구,,,,,,
9968,전남광주통합특별시 북구 두암동,5**,12m미만,20.52,전세,202401,31,"9,500",0,,문화소통로302번길,202403~202603,신규,-,,,단독다가구,,,,,,
9969,전남광주통합특별시 영광군 영광읍 단주리,4**,12m미만,37.21,전세,202401,31,"8,500",0,2019.0,단신길1길,202402~202602,신규,-,,,단독다가구,,,,,,
9971,전남광주통합특별시 북구 두암동,3**,8m미만,29.48,월세,202401,31,300,50,2022.0,참판로,202402~202502,신규,-,,,단독다가구,,,,,,
9973,전남광주통합특별시 광산구 월계동,7**,25m미만,32.0,월세,202401,31,200,30,2000.0,월계로,202402~202407,신규,-,,,단독다가구,,,,,,
9974,전남광주통합특별시 광산구 하남동,1***,12m미만,23.69,월세,202401,31,500,60,2020.0,마항4길,202401~202501,신규,-,,,단독다가구,,,,,,
9975,전남광주통합특별시 남구 임암동,7**,12m미만,25.74,전세,202401,31,"8,000",0,2021.0,효천안길,202402~202602,신규,-,,,단독다가구,,,,,,
9976,전남광주통합특별시 광산구 흑석동,7**,-,29.7,월세,202401,31,500,50,,하남울로공원3길,202402~202502,신규,-,,,단독다가구,,,,,,
9978,전남광주통합특별시 서구 동천동,7**,12m미만,33.0,월세,202401,31,300,30,2015.0,동림2지구길,-,-,-,,,단독다가구,,,,,,
9979,전남광주통합특별시 순천시 매곡동,4*,12m미만,33.0,월세,202401,31,200,40,2018.0,매곡큰길,202402~202501,신규,-,,,단독다가구,,,,,,
9980,전남광주통합특별시 광산구 하남동,1***,12m미만,22.22,전세,202401,31,"11,000",0,2022.0,마항5길,202402~202602,신규,-,,,단독다가구,,,,,,
9982,전남광주통합특별시 동구 서석동,2*,25m미만,24.5,월세,202401,31,500,35,,백서로,202402~202501,신규,-,,,단독다가구,,,,,,
9983,전남광주통합특별시 동구 지산동,7**,8m미만,40.0,월세,202401,31,300,38,2016.0,지산로89번길,202402~202502,신규,-,,,단독다가구,,,,,,
9985,전남광주통합특별시 북구 용봉동,1***,12m미만,21.0,월세,202401,31,100,29,2012.0,반룡로17번길,-,-,-,,,단독다가구,,,,,,
9986,전남광주통합특별시 북구 용봉동,1***,12m미만,33.0,전세,202401,31,"6,000",0,2001.0,반룡로18번길,-,-,-,,,단독다가구,,,,,,
9987,전남광주통합특별시 북구 용봉동,6**,8m미만,17.18,전세,202401,31,"7,000",0,2019.0,설죽로148번길,-,-,-,,,단독다가구,,,,,,
9990,전남광주통합특별시 남구 봉선동,1***,12m미만,32.4,월세,202401,31,300,48,2017.0,봉선중앙로68번길,202402~202502,신규,-,,,단독다가구,,,,,,
9991,전남광주통합특별시 화순군 화순읍 신기리,3**,-,24.0,월세,202401,31,300,30,,부처샘길,202401~202501,신규,-,,,단독다가구,,,,,,
9993,전남광주통합특별시 목포시 상동,8**,25m미만,20.0,월세,202401,31,200,27,2007.0,백년대로307번길,-,-,-,,,단독다가구,,,,,,
9994,전남광주통합특별시 광산구 송정동,2**,8m미만,33.0,월세,202401,31,100,18,1983.0,용보로,202402~202602,신규,-,,,단독다가구,,,,,,
9996,전남광주통합특별시 나주시 대호동,1***,12m미만,19.83,월세,202401,31,300,28,2012.0,대호길,-,-,-,,,단독다가구,,,,,,
9997,전남광주통합특별시 나주시 송월동,1***,8m미만,16.74,월세,202401,31,200,30,2021.0,송월16길,-,-,-,,,단독다가구,,,,,,
9999,전남광주통합특별시 여수시 화장동,7**,12m미만,30.0,월세,202401,30,200,55,2019.0,성산6길,202402~202407,신규,-,,,단독다가구,,,,,,
10001,전남광주통합특별시 여수시 미평동,7**,-,26.0,월세,202401,30,30,35,,양지1길,202402~202502,신규,-,,,단독다가구,,,,,,
10002,전남광주통합특별시 순천시 조례동,1***,12m미만,30.0,월세,202401,30,200,37,2011.0,연동남1길,202402~202502,신규,-,,,단독다가구,,,,,,
10003,전남광주통합특별시 순천시 석현동,1**,-,30.0,월세,202401,30,100,25,,삼산4길,202402~202502,신규,-,,,단독다가구,,,,,,
10004,전남광주통합특별시 목포시 산정동,1***,12m미만,35.0,월세,202401,30,200,30,2010.0,원산로69번길,202401~202501,신규,-,,,단독다가구,,,,,,
10006,전남광주통합특별시 광산구 장덕동,1***,12m미만,33.0,월세,202401,30,300,45,2012.0,장신로20번안길,202402~202501,신규,-,,,단독다가구,,,,,,
10007,전남광주통합특별시 영광군 영광읍 신하리,8**,12m미만,26.4,월세,202401,30,300,37,2014.0,대하길3길,202401~202601,신규,-,,,단독다가구,,,,,,
10008,전남광주통합특별시 무안군 무안읍 성남리,3**,8m미만,23.1,월세,202401,30,300,40,2017.0,만창길,202402~202502,신규,-,,,단독다가구,,,,,,
10009,전남광주통합특별시 광산구 수완동,1***,12m미만,33.0,월세,202401,30,200,38,2016.0,수완로74번길,202401~202501,신규,-,,,단독다가구,,,,,,
10010,전남광주통합특별시 광산구 수완동,1***,12m미만,40.0,월세,202401,30,500,50,2013.0,수완로74번길,202401~202501,신규,-,,,단독다가구,,,,,,
10011,전남광주통합특별시 광양시 광양읍 덕례리,1***,8m미만,30.0,월세,202401,30,100,32,2016.0,예구길,202402~202502,신규,-,,,단독다가구,,,,,,
10012,전남광주통합특별시 광산구 하남동,8**,12m미만,17.71,월세,202401,30,300,42,2020.0,고봉로125번안길,202401~202501,신규,-,,,단독다가구,,,,,,
10013,전남광주통합특별시 동구 산수동,5**,12m미만,40.0,전세,202401,30,"9,500",0,2013.0,필문대로205번길,202403~202602,신규,-,,,단독다가구,,,,,,
10016,전남광주통합특별시 남구 월산동,9**,-,29.79,월세,202401,30,300,50,,금화로441번길,202402~202502,신규,-,,,단독다가구,,,,,,
10017,전남광주통합특별시 북구 신안동,2**,8m미만,25.0,월세,202401,30,200,29,2015.0,신흥로27번길,202402~202501,신규,-,,,단독다가구,,,,,,
10018,전남광주통합특별시 순천시 매곡동,4*,12m미만,30.0,월세,202401,30,200,40,2019.0,,202402~202502,신규,-,,,단독다가구,,,,,,
10019,전남광주통합특별시 순천시 매곡동,3**,25m미만,30.0,전세,202401,30,"2,300",0,1994.0,매산큰길,202403~202503,신규,-,,,단독다가구,,,,,,
10020,전남광주통합특별시 순천시 매곡동,3**,-,23.1,월세,202401,30,100,30,,북정3길,202401~202501,신규,-,,,단독다가구,,,,,,
10022,전남광주통합특별시 동구 지산동,4**,8m미만,25.7,월세,202401,30,200,43,2015.0,필문대로263번길,-,-,-,,,단독다가구,,,,,,
10023,전남광주통합특별시 동구 서석동,4**,8m미만,19.0,월세,202401,30,100,30,2002.0,백서로174번길,202402~202502,신규,-,,,단독다가구,,,,,,
10024,전남광주통합특별시 서구 쌍촌동,1***,12m미만,29.75,월세,202401,30,100,28,2002.0,상무오월로3번길,202401~202501,신규,-,,,단독다가구,,,,,,
10025,전남광주통합특별시 광양시 광영동,1***,12m미만,34.2,전세,202401,30,"9,000",0,2023.0,광영의암3길,202401~202901,신규,-,,,단독다가구,,,,,,
10026,전남광주통합특별시 서구 화정동,1**,-,25.0,월세,202401,30,300,40,,내방마을2길,202402~202502,신규,-,,,단독다가구,,,,,,
10027,전남광주통합특별시 동구 서석동,1**,8m미만,25.08,월세,202401,30,200,33,2015.0,백서로153번길,202402~202502,신규,-,,,단독다가구,,,,,,
10028,전남광주통합특별시 서구 풍암동,9**,12m미만,39.6,월세,202401,30,200,38,2007.0,풍암운리로7번길,202402~202602,신규,-,,,단독다가구,,,,,,
10029,전남광주통합특별시 동구 서석동,*,25m미만,22.0,월세,202401,30,200,30,2013.0,백서로,202402~202502,신규,-,,,단독다가구,,,,,,
10030,전남광주통합특별시 서구 풍암동,9**,12m미만,33.0,월세,202401,30,200,35,2012.0,풍암운리로37번길,202402~202503,신규,-,,,단독다가구,,,,,,
10032,전남광주통합특별시 서구 쌍촌동,9**,-,27.39,월세,202401,30,300,37,,월드컵4강로146번길,202401~202607,신규,-,,,단독다가구,,,,,,
10033,전남광주통합특별시 서구 쌍촌동,1***,12m미만,40.0,전세,202401,30,"4,300",0,2006.0,상일로42번길,-,-,-,,,단독다가구,,,,,,
10034,전남광주통합특별시 서구 쌍촌동,9**,8m미만,33.0,월세,202401,30,"1,000",57,2018.0,상무대로955번길,202401~202501,신규,-,,,단독다가구,,,,,,
10035,전남광주통합특별시 남구 월산동,1***,12m미만,19.49,전세,202401,30,"8,000",0,2013.0,대남대로247번안길,202402~202602,-,-,,,단독다가구,,,,,,
10038,전남광주통합특별시 동구 지산동,1**,8m미만,13.91,월세,202401,30,300,50,,지호로70번길,202402~202602,신규,-,,,단독다가구,,,,,,
10040,전남광주통합특별시 동구 지산동,4**,8m미만,30.36,월세,202401,30,200,29,2012.0,동명로98번길,202402~202502,신규,-,,,단독다가구,,,,,,
10041,전남광주통합특별시 서구 화정동,9*,12m미만,33.0,월세,202401,30,200,55,2020.0,화운로199번길,-,-,-,,,단독다가구,,,,,,
10042,전남광주통합특별시 광산구 선암동,7**,25m미만,33.0,월세,202401,30,200,33,2015.0,선운로2번길,202402~202502,신규,-,,,단독다가구,,,,,,
10043,전남광주통합특별시 광산구 선암동,4**,8m미만,24.92,전세,202401,30,"2,000",0,1998.0,어등대로449번길,202402~202602,신규,-,,,단독다가구,,,,,,
10044,전남광주통합특별시 목포시 상동,8**,12m미만,30.3,전세,202401,30,"3,000",0,2009.0,백년대로280번길,202402~202602,신규,-,,,단독다가구,,,,,,
10045,전남광주통합특별시 북구 용봉동,1***,12m미만,30.0,월세,202401,30,300,40,2018.0,문화소통로108번길,202402~202502,신규,-,,,단독다가구,,,,,,
10046,전남광주통합특별시 북구 용봉동,1***,8m미만,12.76,월세,202401,30,200,37,,용주로40번길,202402~202502,신규,-,,,단독다가구,,,,,,
10047,전남광주통합특별시 북구 용봉동,1***,8m미만,20.23,월세,202401,30,200,50,2019.0,용주로40번길,202402~202502,갱신,-,200,45.0,단독다가구,,,,,,
10049,전남광주통합특별시 남구 백운동,6**,12m미만,34.0,월세,202401,29,"1,000",40,2018.0,진다리로6번가길,202401~202501,신규,-,,,단독다가구,,,,,,
10053,전남광주통합특별시 북구 오치동,9**,8m미만,39.0,월세,202401,29,"1,000",30,2003.0,서하로273번길,-,-,-,,,단독다가구,,,,,,
10056,전남광주통합특별시 목포시 산정동,1***,12m미만,30.0,월세,202401,29,200,35,2016.0,원산로69번안길,202402~202502,신규,-,,,단독다가구,,,,,,
10059,전남광주통합특별시 광산구 선암동,6**,12m미만,33.0,월세,202401,29,200,30,2016.0,선운로2번길,-,-,-,,,단독다가구,,,,,,
10061,전남광주통합특별시 북구 용봉동,1**,12m미만,22.0,월세,202401,29,200,30,2019.0,면앙로32번길,202402~202502,신규,-,,,단독다가구,,,,,,
10062,전남광주통합특별시 북구 신용동,8**,12m미만,33.0,월세,202401,29,300,40,2016.0,첨단연신로108번길,202402~202502,갱신,-,300,40.0,단독다가구,,,,,,
10063,전남광주통합특별시 북구 용봉동,1***,8m미만,25.5,월세,202401,29,200,55,,용주로40번길,202401~202501,신규,-,,,단독다가구,,,,,,
10065,전남광주통합특별시 광산구 하남동,1***,12m미만,22.0,월세,202401,29,400,50,2022.0,마항5길,202402~202501,신규,-,,,단독다가구,,,,,,
10066,전남광주통합특별시 광산구 수완동,1***,12m미만,21.0,월세,202401,29,200,32,2012.0,수완로106번길,202402~202502,신규,-,,,단독다가구,,,,,,
10068,전남광주통합특별시 동구 서석동,4**,-,16.11,월세,202401,29,300,34,,,-,-,-,,,단독다가구,,,,,,
10069,전남광주통합특별시 북구 용봉동,1**,8m미만,35.0,전세,202401,29,"6,000",0,2015.0,면앙로6번길,-,-,-,,,단독다가구,,,,,,
10071,전남광주통합특별시 광산구 하남동,1***,12m미만,23.16,월세,202401,29,500,50,2022.0,하남마항로29번길,202401~202501,신규,-,,,단독다가구,,,,,,
10072,전남광주통합특별시 서구 쌍촌동,9**,12m미만,22.8,월세,202401,29,500,38,2015.0,월드컵4강로197번길,202402~202502,신규,-,,,단독다가구,,,,,,
10075,전남광주통합특별시 북구 유동,1*,12m미만,40.0,월세,202401,29,500,40,2013.0,금재로29번길,202402~202502,신규,-,,,단독다가구,,,,,,
10079,전남광주통합특별시 목포시 옥암동,1***,12m미만,29.8,월세,202401,29,500,45,2022.0,남악1로52번가길,202401~202501,신규,-,,,단독다가구,,,,,,
10080,전남광주통합특별시 목포시 옥암동,1***,12m미만,39.7,전세,202401,29,"4,000",0,2014.0,남악1로52번나길,-,-,-,,,단독다가구,,,,,,
10081,전남광주통합특별시 광산구 월계동,8**,12m미만,32.7,월세,202401,29,300,37,2006.0,첨단중앙로47번길,202401~202501,갱신,-,300,36.0,단독다가구,,,,,,
10084,전남광주통합특별시 남구 방림동,3**,8m미만,31.3,월세,202401,29,"2,000",15,2011.0,오방로109번길,-,-,-,,,단독다가구,,,,,,
10085,전남광주통합특별시 남구 임암동,8**,12m미만,30.0,전세,202401,29,"8,000",0,2018.0,효천안길,-,신규,-,,,단독다가구,,,,,,
10087,전남광주통합특별시 남구 임암동,7**,-,21.28,월세,202401,29,300,45,,효천안길,202401~202601,신규,-,,,단독다가구,,,,,,
10088,전남광주통합특별시 광산구 신창동,6**,8m미만,19.83,월세,202401,29,100,30,2009.0,북문대로433번길,-,-,-,,,단독다가구,,,,,,
10089,전남광주통합특별시 동구 소태동,9**,12m미만,35.0,월세,202401,29,200,30,2017.0,천변좌로604번안길,202401~202501,신규,-,,,단독다가구,,,,,,
10090,전남광주통합특별시 광산구 신창동,1***,12m미만,19.83,월세,202401,29,100,20,2011.0,신창로86번길,202401~202501,신규,-,,,단독다가구,,,,,,
