NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,본번,부번,단지명,전용면적(㎡),층,건물명
2654,전남광주통합특별시 목포시 산정동,1***,8m미만,14.87,전세,202510,23,"1,000",0,1970.0,산대로,202511~202611,신규,-,,,단독다가구,,,,,,
2658,전남광주통합특별시 광산구 신창동,1***,12m미만,26.32,월세,202510,23,200,30,2008.0,신창로48번길,202510~202610,신규,-,,,단독다가구,,,,,,
2659,전남광주통합특별시 광산구 신창동,1***,12m미만,23.14,월세,202510,23,100,25,2011.0,신창로105번길,202510~202610,신규,-,,,단독다가구,,,,,,
2664,전남광주통합특별시 동구 용산동,6**,12m미만,26.04,전세,202510,22,"9,000",0,2019.0,용산3길,202512~202712,신규,-,,,단독다가구,,,,,,
2665,전남광주통합특별시 광산구 신창동,1***,12m미만,29.78,월세,202510,22,"2,000",45,2011.0,신창로105번길,202510~202710,신규,-,,,단독다가구,,,,,,
2667,전남광주통합특별시 광산구 신창동,1***,12m미만,20.4,월세,202510,22,300,28,2011.0,신창로105번길,202510~202610,신규,-,,,단독다가구,,,,,,
2668,전남광주통합특별시 북구 신안동,4**,25m이상,30.0,월세,202510,22,300,55,2012.0,용봉로,202510~202610,신규,-,,,단독다가구,,,,,,
2669,전남광주통합특별시 목포시 산정동,1***,25m이상,39.0,월세,202510,22,500,50,,청호로,202511~202710,신규,-,,,단독다가구,,,,,,
2672,전남광주통합특별시 북구 신안동,4**,25m이상,30.83,월세,202510,22,100,40,2003.0,용봉로,202510~202604,신규,-,,,단독다가구,,,,,,
2675,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202510,22,300,58,2020.0,매안2길,202510~202610,신규,-,,,단독다가구,,,,,,
2676,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202510,22,300,52,2017.0,매안4길,202510~202610,신규,-,,,단독다가구,,,,,,
2677,전남광주통합특별시 광산구 장덕동,1***,12m미만,16.2,월세,202510,22,200,40,,장신로20번안길,202510~202610,신규,-,,,단독다가구,,,,,,
2678,전남광주통합특별시 목포시 옥암동,1***,12m미만,33.0,월세,202510,22,300,40,2020.0,당가두로38번길,202510~202610,신규,-,,,단독다가구,,,,,,
2679,전남광주통합특별시 광산구 흑석동,7**,12m미만,29.12,전세,202510,22,"10,000",0,2020.0,하남울로공원2길,202512~202712,신규,-,,,단독다가구,,,,,,
2680,전남광주통합특별시 광산구 수완동,1***,25m미만,21.76,월세,202510,22,200,39,2019.0,수완로74번길,202511~202610,갱신,-,200,35.0,단독다가구,,,,,,
2681,전남광주통합특별시 광산구 수완동,1***,12m미만,28.54,월세,202510,22,200,35,2015.0,수완로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
2683,전남광주통합특별시 광양시 광양읍 덕례리,1***,8m미만,39.6,월세,202510,22,200,30,,예구6길,202510~202610,신규,-,,,단독다가구,,,,,,
2684,전남광주통합특별시 목포시 상동,8**,12m미만,27.0,월세,202510,22,200,30,2011.0,하당로214번길,202510~202610,신규,-,,,단독다가구,,,,,,
2685,전남광주통합특별시 서구 농성동,6**,12m미만,23.14,월세,202510,22,100,29,2011.0,금화로492번길,202510~202710,신규,-,,,단독다가구,,,,,,
2688,전남광주통합특별시 광산구 신가동,1***,12m미만,26.65,월세,202510,22,100,25,2010.0,목련로394번길,202510~202610,신규,-,,,단독다가구,,,,,,
2689,전남광주통합특별시 장흥군 장흥읍 건산리,4*,-,40.0,월세,202510,22,300,40,,못골길,202510~202710,신규,-,,,단독다가구,,,,,,
2692,전남광주통합특별시 남구 진월동,4**,12m미만,33.0,월세,202510,22,300,45,,광복마을2길,202510~202610,신규,-,,,단독다가구,,,,,,
2694,전남광주통합특별시 서구 쌍촌동,1***,12m미만,29.03,월세,202510,22,300,55,2021.0,상무오월로19번길,202510~202610,신규,-,,,단독다가구,,,,,,
2695,전남광주통합특별시 서구 쌍촌동,9**,12m미만,29.0,월세,202510,22,300,52,,상무민주로6번길,202510~202610,신규,-,,,단독다가구,,,,,,
2696,전남광주통합특별시 서구 쌍촌동,9**,8m미만,19.27,월세,202510,22,200,43,2019.0,운천로91번길,202510~202610,신규,-,,,단독다가구,,,,,,
2697,전남광주통합특별시 서구 쌍촌동,9**,12m미만,20.7,월세,202510,22,300,52,2022.0,월드컵4강로197번길,202510~202610,신규,-,,,단독다가구,,,,,,
2698,전남광주통합특별시 서구 쌍촌동,2**,12m미만,26.32,월세,202510,22,200,30,2012.0,월드컵4강로210번길,202510~202610,신규,-,,,단독다가구,,,,,,
2699,전남광주통합특별시 서구 쌍촌동,9**,8m미만,27.65,월세,202510,22,"2,000",35,2012.0,상무대로955번길,202510~202610,신규,-,,,단독다가구,,,,,,
2700,전남광주통합특별시 여수시 학동,2*,12m미만,31.36,월세,202510,22,500,50,,학동8길,202510~202610,신규,-,,,단독다가구,,,,,,
2701,전남광주통합특별시 서구 금호동,7**,12m미만,39.6,월세,202510,22,500,50,2003.0,금화로73번길,202510~202610,신규,-,,,단독다가구,,,,,,
2702,전남광주통합특별시 서구 금호동,7**,12m미만,39.6,월세,202510,22,500,50,2003.0,금화로73번길,202510~202610,신규,-,,,단독다가구,,,,,,
2704,전남광주통합특별시 나주시 송월동,1***,25m미만,13.5,월세,202510,22,200,35,,송월13길,202510~202610,신규,-,,,단독다가구,,,,,,
2705,전남광주통합특별시 순천시 조례동,1***,8m미만,27.0,월세,202510,22,200,45,2018.0,유동길,202511~202611,신규,-,,,단독다가구,,,,,,
2709,전남광주통합특별시 여수시 학동,2**,12m미만,39.67,월세,202510,21,100,37,2010.0,시청서1길,202604~202610,신규,-,,,단독다가구,,,,,,
2711,전남광주통합특별시 서구 쌍촌동,9**,8m미만,15.3,월세,202510,21,200,37,2019.0,,202510~202610,신규,-,,,단독다가구,,,,,,
2712,전남광주통합특별시 서구 쌍촌동,9**,25m이상,31.24,월세,202510,21,300,30,2017.0,월드컵4강로,202510~202610,신규,-,,,단독다가구,,,,,,
2713,전남광주통합특별시 순천시 해룡면 상삼리,6**,25m미만,32.0,월세,202510,21,200,35,2011.0,상대석길,202510~202610,갱신,사용,200,35.0,단독다가구,,,,,,
2714,전남광주통합특별시 광양시 중동,1***,12m미만,29.0,월세,202510,21,200,38,2012.0,중동1길,202510~202610,신규,-,,,단독다가구,,,,,,
2717,전남광주통합특별시 광산구 흑석동,6**,8m미만,17.14,월세,202510,21,300,36,2021.0,고봉로58번길,202510~202610,신규,-,,,단독다가구,,,,,,
2722,전남광주통합특별시 동구 동명동,1**,8m미만,36.0,월세,202510,21,300,45,2013.0,필문대로263번길,202511~202711,신규,-,,,단독다가구,,,,,,
2723,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,39.0,월세,202510,21,300,60,2022.0,송산2길,202510~202610,신규,-,,,단독다가구,,,,,,
2725,전남광주통합특별시 무안군 청계면 도림리,1**,8m미만,26.4,월세,202510,21,30,29,2011.0,승달산길,202510~202610,신규,-,,,단독다가구,,,,,,
2729,전남광주통합특별시 북구 본촌동,3***,12m미만,18.81,월세,202510,21,200,30,2019.0,본촌택지로,202510~202610,신규,-,,,단독다가구,,,,,,
2731,전남광주통합특별시 광산구 신창동,1***,12m미만,21.49,월세,202510,21,200,25,2009.0,신창로48번길,202510~202610,신규,-,,,단독다가구,,,,,,
2732,전남광주통합특별시 동구 수기동,1*,8m미만,16.96,월세,202510,21,500,60,2021.0,천변우로,202510~202710,신규,-,,,단독다가구,,,,,,
2733,전남광주통합특별시 북구 우산동,1*,12m미만,20.0,월세,202510,21,200,40,2018.0,면앙로133번길,202510~202512,신규,-,,,단독다가구,,,,,,
2735,전남광주통합특별시 광산구 신창동,1***,12m미만,32.65,월세,202510,20,400,39,2005.0,신창로138번길,202510~202610,신규,-,,,단독다가구,,,,,,
2736,전남광주통합특별시 동구 충장로5가,6*,8m미만,29.75,월세,202510,20,300,40,2014.0,충장로46번길,202510~202610,신규,-,,,단독다가구,,,,,,
2738,전남광주통합특별시 광산구 신창동,1***,12m미만,39.0,월세,202510,20,250,53,2010.0,신창로106번길,202510~202610,신규,-,,,단독다가구,,,,,,
2739,전남광주통합특별시 광산구 하남동,9**,12m미만,17.87,월세,202510,20,200,49,2022.0,단전상길,202510~202610,신규,-,,,단독다가구,,,,,,
2741,전남광주통합특별시 광산구 수완동,1***,12m미만,28.39,월세,202510,20,300,50,2018.0,수완로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
2742,전남광주통합특별시 광산구 신창동,1***,25m미만,19.0,월세,202510,20,100,23,2010.0,신창로36번길,202510~202610,신규,-,,,단독다가구,,,,,,
2743,전남광주통합특별시 광산구 신창동,1***,12m미만,40.0,월세,202510,20,300,41,,신창로86번길,202511~202611,신규,-,,,단독다가구,,,,,,
2746,전남광주통합특별시 광산구 신가동,1***,12m미만,30.0,월세,202510,20,"5,000",80,2015.0,수완로9번길,202511~202711,신규,-,,,단독다가구,,,,,,
2747,전남광주통합특별시 광산구 신가동,1***,25m미만,26.05,전세,202510,20,"7,000",0,2019.0,수완로11번길,202511~202711,신규,-,,,단독다가구,,,,,,
2748,전남광주통합특별시 광양시 중동,1***,8m미만,28.6,전세,202510,20,"2,000",0,2008.0,중마용소2길,202510~202710,신규,-,,,단독다가구,,,,,,
2750,전남광주통합특별시 광산구 신가동,1***,12m미만,36.0,월세,202510,20,300,45,2016.0,수완로9번길,202510~202610,신규,-,,,단독다가구,,,,,,
2754,전남광주통합특별시 북구 오치동,9**,8m미만,20.0,월세,202510,20,100,22,2001.0,우치로,202510~202610,신규,-,,,단독다가구,,,,,,
2755,전남광주통합특별시 광양시 중동,1***,12m미만,30.0,전세,202510,20,"3,500",0,2010.0,무등길,-,-,-,,,단독다가구,,,,,,
2759,전남광주통합특별시 광산구 장덕동,1***,12m미만,27.0,월세,202510,20,300,60,2018.0,장덕로40번길,202510~202601,신규,-,,,단독다가구,,,,,,
2760,전남광주통합특별시 광산구 장덕동,1***,12m미만,26.64,월세,202510,20,200,35,2018.0,장신로20번길,202510~202610,신규,-,,,단독다가구,,,,,,
2761,전남광주통합특별시 광산구 장덕동,1***,12m미만,23.0,월세,202510,20,300,30,2011.0,장신로20번길,-,-,-,,,단독다가구,,,,,,
2762,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,40.0,월세,202510,20,"1,000",65,2022.0,송산2길,202510~202610,신규,-,,,단독다가구,,,,,,
2767,전남광주통합특별시 북구 양산동,8**,12m미만,20.0,월세,202510,20,200,37,2012.0,양산택지로33번길,202510~202610,신규,-,,,단독다가구,,,,,,
2770,전남광주통합특별시 무안군 삼향읍 남악리,2***,12m미만,28.0,월세,202510,20,300,45,2021.0,남악5로26번길,202510~202610,신규,-,,,단독다가구,,,,,,
2772,전남광주통합특별시 나주시 남평읍 대교리,1**,12m미만,33.0,월세,202510,20,300,43,2014.0,남평3로,202510~202610,신규,-,,,단독다가구,,,,,,
2773,전남광주통합특별시 서구 내방동,8**,12m미만,31.64,월세,202510,20,300,36,2017.0,월드컵4강로182번길,202510~202610,신규,-,,,단독다가구,,,,,,
2775,전남광주통합특별시 서구 쌍촌동,3**,12m미만,23.0,월세,202510,20,200,30,2015.0,상무대로955번길,202511~202611,신규,-,,,단독다가구,,,,,,
2778,전남광주통합특별시 여수시 학동,1**,12m미만,40.0,월세,202510,20,150,44,2013.0,시청서3길,202510~202610,신규,-,,,단독다가구,,,,,,
2781,전남광주통합특별시 서구 쌍촌동,1***,12m미만,23.1,월세,202510,20,200,36,2007.0,운천로172번길,202510~202610,신규,-,,,단독다가구,,,,,,
2782,전남광주통합특별시 나주시 송월동,1***,25m미만,13.5,월세,202510,20,200,35,2021.0,송월13길,202510~202610,신규,-,,,단독다가구,,,,,,
2784,전남광주통합특별시 나주시 송월동,8**,12m미만,31.0,월세,202510,20,200,32,2013.0,왕건길,202510~202610,신규,-,,,단독다가구,,,,,,
2786,전남광주통합특별시 서구 쌍촌동,9**,12m미만,27.0,월세,202510,20,"1,000",27,2011.0,쌍촌로57번길,202510~202610,신규,-,,,단독다가구,,,,,,
2787,전남광주통합특별시 여수시 문수동,2**,12m미만,18.0,월세,202510,20,200,25,2018.0,문수2길,202510~202710,신규,-,,,단독다가구,,,,,,
2790,전남광주통합특별시 서구 쌍촌동,9**,12m미만,30.0,월세,202510,19,300,45,2013.0,상무대로,202510~202610,신규,-,,,단독다가구,,,,,,
2791,전남광주통합특별시 여수시 여서동,2**,8m미만,26.0,월세,202510,19,100,25,2009.0,여서동4길,202510~202610,신규,-,,,단독다가구,,,,,,
2792,전남광주통합특별시 여수시 덕충동,2***,12m미만,23.1,월세,202510,19,200,35,2017.0,박람회길,202510~202601,신규,-,,,단독다가구,,,,,,
2793,전남광주통합특별시 광산구 송정동,7**,12m미만,30.0,월세,202510,19,500,43,2017.0,광산로,202510~202610,신규,-,,,단독다가구,,,,,,
2794,전남광주통합특별시 북구 운암동,8**,8m미만,31.5,월세,202510,19,200,33,2013.0,동운로201번길,202510~202610,갱신,-,200,33.0,단독다가구,,,,,,
2795,전남광주통합특별시 목포시 산정동,1***,8m미만,26.0,월세,202510,19,200,30,2015.0,원산로45번길,-,-,-,,,단독다가구,,,,,,
2797,전남광주통합특별시 광산구 신창동,1***,12m미만,40.0,월세,202510,19,200,42,2012.0,신창로86번길,202510~202610,신규,-,,,단독다가구,,,,,,
2798,전남광주통합특별시 광산구 신창동,1***,12m미만,32.61,월세,202510,19,200,50,2011.0,신창로162번길,202510~202610,신규,-,,,단독다가구,,,,,,
2802,전남광주통합특별시 목포시 옥암동,1***,12m미만,21.96,월세,202510,19,200,30,2017.0,당가두로38번길,202510~202609,신규,-,,,단독다가구,,,,,,
2804,전남광주통합특별시 광산구 월전동,1***,12m미만,26.0,월세,202510,19,200,30,2015.0,월전로,202510~202610,신규,-,,,단독다가구,,,,,,
2805,전남광주통합특별시 광산구 월계동,8**,12m미만,36.68,월세,202510,19,300,40,1998.0,첨단내촌로36번길,202510~202610,신규,-,,,단독다가구,,,,,,
2807,전남광주통합특별시 장흥군 장흥읍 건산리,9*,8m미만,33.0,월세,202510,18,50,30,,흥성로,202510~202611,신규,-,,,단독다가구,,,,,,
2808,전남광주통합특별시 북구 양산동,2**,12m미만,40.0,월세,202510,18,500,52,2013.0,상촌로31번길,202511~202610,신규,-,,,단독다가구,,,,,,
2809,전남광주통합특별시 서구 농성동,6**,12m미만,40.0,월세,202510,18,"2,300",5,2002.0,화정로279번길,202511~203011,갱신,-,"2,300",0.0,단독다가구,,,,,,
2810,전남광주통합특별시 광산구 월계동,8**,12m미만,26.44,월세,202510,18,200,30,2006.0,산월로41번길,202510~202610,신규,-,,,단독다가구,,,,,,
2811,전남광주통합특별시 광산구 흑석동,6**,12m미만,19.68,월세,202510,18,200,40,2023.0,마항1길,202510~202610,신규,-,,,단독다가구,,,,,,
2812,전남광주통합특별시 광산구 선암동,7**,12m미만,28.0,월세,202510,18,200,30,2015.0,선운로2번길,202510~202610,갱신,-,200,30.0,단독다가구,,,,,,
2813,전남광주통합특별시 광산구 수완동,1***,12m미만,27.62,월세,202510,18,400,54,2019.0,수완로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
2816,전남광주통합특별시 광산구 수완동,1***,12m미만,40.0,월세,202510,18,500,43,2019.0,수완로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
2820,전남광주통합특별시 광산구 쌍암동,6**,25m미만,26.44,월세,202510,18,300,38,2016.0,임방울대로801번길,202510~202610,신규,-,,,단독다가구,,,,,,
2821,전남광주통합특별시 광산구 수완동,1***,12m미만,28.64,월세,202510,18,300,30,2014.0,수완로48번길,202510~202610,신규,-,,,단독다가구,,,,,,
2822,전남광주통합특별시 광산구 장덕동,1***,8m미만,29.12,월세,202510,18,500,30,2014.0,장덕로49번길,202510~202610,신규,-,,,단독다가구,,,,,,
2823,전남광주통합특별시 북구 신용동,7**,12m미만,15.0,월세,202510,18,200,30,2017.0,첨단연신로108번길,202510~202610,신규,-,,,단독다가구,,,,,,
2825,전남광주통합특별시 여수시 선원동,1***,12m미만,30.0,월세,202510,18,200,40,2012.0,선원5길,202510~202610,신규,-,,,단독다가구,,,,,,
2826,전남광주통합특별시 서구 쌍촌동,9**,12m미만,30.49,월세,202510,18,200,37,2005.0,월드컵4강로181번길,202510~202610,신규,-,,,단독다가구,,,,,,
2827,전남광주통합특별시 서구 쌍촌동,9**,12m미만,23.47,월세,202510,18,400,54,2022.0,월드컵4강로197번길,202511~202610,신규,-,,,단독다가구,,,,,,
2830,전남광주통합특별시 서구 쌍촌동,1***,12m미만,39.0,월세,202510,18,"1,000",60,2010.0,내방로211번길,202510~202610,신규,-,,,단독다가구,,,,,,
2833,전남광주통합특별시 서구 쌍촌동,5**,12m미만,24.06,월세,202510,18,250,46,2023.0,운천로154번길,202510~202610,신규,-,,,단독다가구,,,,,,
2834,전남광주통합특별시 서구 쌍촌동,5**,12m미만,40.0,월세,202510,18,300,47,2008.0,쌍촌로47번길,202510~202610,신규,-,,,단독다가구,,,,,,
2837,전남광주통합특별시 여수시 학동,3*,12m미만,24.0,월세,202510,17,100,45,1990.0,학동3길,202510~202601,신규,-,,,단독다가구,,,,,,
2838,전남광주통합특별시 여수시 선원동,1***,8m미만,30.0,월세,202510,17,200,45,,무선2길,202510~202610,신규,-,,,단독다가구,,,,,,
2841,전남광주통합특별시 여수시 주삼동,1**,-,34.73,월세,202510,17,200,46,2020.0,봉계1길,202510~202610,신규,-,,,단독다가구,,,,,,
2842,전남광주통합특별시 순천시 석현동,1**,8m미만,20.72,월세,202510,17,300,32,2019.0,삼산로,202511~202612,신규,-,,,단독다가구,,,,,,
2844,전남광주통합특별시 북구 일곡동,5**,8m미만,30.0,월세,202510,17,"1,500",47,2001.0,일곡로41번길,202511~202711,신규,-,,,단독다가구,,,,,,
2845,전남광주통합특별시 남구 월산동,9**,8m미만,33.0,월세,202510,17,500,55,2023.0,금화로415번길,202510~202610,신규,-,,,단독다가구,,,,,,
2846,전남광주통합특별시 북구 두암동,5**,12m미만,23.0,월세,202510,17,200,29,2018.0,군왕로168번길,202510~202610,신규,-,,,단독다가구,,,,,,
2848,전남광주통합특별시 광산구 장덕동,1***,12m미만,33.0,월세,202510,17,200,36,2013.0,풍영로229번안길,202510~202610,신규,-,,,단독다가구,,,,,,
2850,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,13.2,월세,202510,17,200,40,,매안5길,202510~202610,신규,-,,,단독다가구,,,,,,
2851,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,30.0,월세,202510,17,300,50,2020.0,매안2길,202510~202610,신규,-,,,단독다가구,,,,,,
2853,전남광주통합특별시 남구 백운동,6**,8m미만,30.0,월세,202510,17,500,45,2023.0,진다리로6번나길,202510~202610,신규,-,,,단독다가구,,,,,,
2854,전남광주통합특별시 남구 백운동,6**,8m미만,31.17,월세,202510,17,300,35,2015.0,백운로5번길,202510~202610,신규,-,,,단독다가구,,,,,,
2856,전남광주통합특별시 광산구 수완동,1***,12m미만,30.0,월세,202510,17,200,30,,수완로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
2857,전남광주통합특별시 광산구 수완동,1***,25m미만,20.0,월세,202510,17,200,35,2015.0,수완로74번길,-,-,-,,,단독다가구,,,,,,
2859,전남광주통합특별시 북구 양산동,9**,12m미만,33.0,월세,202510,17,200,30,2007.0,연양로67번길,202510~202610,신규,-,,,단독다가구,,,,,,
2861,전남광주통합특별시 동구 학동,7**,8m미만,25.8,월세,202510,17,"1,500",30,2017.0,증심천로33번길,202510~202610,신규,-,,,단독다가구,,,,,,
2862,전남광주통합특별시 남구 백운동,5**,25m미만,33.0,월세,202510,17,200,34,2014.0,진다리로,202510~202610,신규,-,,,단독다가구,,,,,,
2864,전남광주통합특별시 광산구 선암동,6**,25m미만,22.0,월세,202510,17,300,35,2014.0,선운로20번길,202510~202610,신규,-,,,단독다가구,,,,,,
2866,전남광주통합특별시 광산구 월전동,1***,12m미만,16.16,월세,202510,17,200,45,2021.0,월전로,202510~202610,신규,-,,,단독다가구,,,,,,
2867,전남광주통합특별시 남구 월산동,9**,8m미만,33.0,월세,202510,17,500,55,2023.0,금화로415번길,202510~202610,신규,-,,,단독다가구,,,,,,
2868,전남광주통합특별시 광산구 흑석동,7**,12m미만,23.93,월세,202510,17,300,51,2021.0,하남울로공원4길,202510~202610,신규,-,,,단독다가구,,,,,,
2869,전남광주통합특별시 북구 일곡동,8**,12m미만,30.0,월세,202510,17,200,15,1999.0,송해로,202510~202610,신규,-,,,단독다가구,,,,,,
2871,전남광주통합특별시 광산구 월계동,7**,12m미만,25.8,월세,202510,17,300,53,2023.0,월계로34번길,202510~202610,신규,-,,,단독다가구,,,,,,
2873,전남광주통합특별시 목포시 옥암동,1***,12m미만,30.0,월세,202510,17,200,30,2016.0,당가두로38번길,202510~202610,신규,-,,,단독다가구,,,,,,
2874,전남광주통합특별시 남구 월산동,9**,8m미만,27.25,월세,202510,17,300,40,2023.0,금화로415번길,202510~202610,신규,-,,,단독다가구,,,,,,
2875,전남광주통합특별시 목포시 옥암동,1***,12m미만,35.51,월세,202510,16,300,45,2020.0,당가두로38번길,202510~202610,신규,-,,,단독다가구,,,,,,
2876,전남광주통합특별시 목포시 상동,9**,25m미만,35.55,월세,202510,16,200,35,2008.0,백년대로265번길,202510~202610,신규,-,,,단독다가구,,,,,,
2877,전남광주통합특별시 동구 계림동,5**,8m미만,29.67,월세,202510,16,"2,000",35,2021.0,경양로223번길,202510~202610,신규,-,,,단독다가구,,,,,,
2878,전남광주통합특별시 목포시 옥암동,1***,12m미만,35.35,월세,202510,16,500,55,,당가두로38번길,202510~202610,신규,-,,,단독다가구,,,,,,
2879,전남광주통합특별시 목포시 옥암동,1***,12m미만,34.67,월세,202510,16,500,45,2021.0,당가두로14번길,202511~202610,갱신,-,500,45.0,단독다가구,,,,,,
2880,전남광주통합특별시 서구 농성동,4**,12m미만,33.0,월세,202510,16,200,32,2015.0,내방로418번길,202510~202610,신규,-,,,단독다가구,,,,,,
2885,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,28.0,월세,202510,16,300,55,2018.0,매안4길,202511~202610,신규,-,,,단독다가구,,,,,,
2888,전남광주통합특별시 남구 방림동,*,8m미만,23.63,월세,202510,16,300,40,2022.0,천변좌로574번안길,202510~202610,신규,-,,,단독다가구,,,,,,
2889,전남광주통합특별시 남구 백운동,5**,8m미만,36.0,월세,202510,16,500,50,1996.0,백운로5번길,202510~202710,신규,-,,,단독다가구,,,,,,
2890,전남광주통합특별시 북구 양산동,6**,12m미만,30.0,월세,202510,16,300,43,2018.0,상촌로43번길,202510~202610,신규,-,,,단독다가구,,,,,,
2892,전남광주통합특별시 광산구 장덕동,1***,12m미만,21.84,월세,202510,16,200,30,2010.0,장덕로39번길,202510~202610,신규,-,,,단독다가구,,,,,,
2894,전남광주통합특별시 광산구 우산동,1***,12m미만,30.0,월세,202510,16,300,53,2024.0,사암로92번길,202510~202610,신규,-,,,단독다가구,,,,,,
2896,전남광주통합특별시 광산구 비아동,6**,25m미만,39.48,월세,202510,16,300,22,1995.0,비아로,202511~202611,신규,-,,,단독다가구,,,,,,
2897,전남광주통합특별시 북구 오치동,9**,25m이상,33.0,전세,202510,16,"9,500",0,,,202511~202810,신규,-,,,단독다가구,,,,,,
2898,전남광주통합특별시 북구 용봉동,1***,12m미만,20.0,월세,202510,16,200,40,2018.0,저불로70번길,202510~202610,신규,-,,,단독다가구,,,,,,
2899,전남광주통합특별시 동구 서석동,4**,8m미만,36.0,전세,202510,16,"2,500",0,2006.0,필문대로295번길,202510~202810,신규,-,,,단독다가구,,,,,,
2900,전남광주통합특별시 북구 오치동,9**,8m미만,25.49,월세,202510,16,100,22,2001.0,우치로234번길,202510~202610,신규,-,,,단독다가구,,,,,,
2901,전남광주통합특별시 나주시 송월동,1***,25m미만,13.5,월세,202510,16,200,36,,송월13길,202510~202610,신규,-,,,단독다가구,,,,,,
2902,전남광주통합특별시 서구 쌍촌동,1***,12m미만,29.9,월세,202510,16,300,75,2021.0,상무오월로19번길,202510~202610,신규,-,,,단독다가구,,,,,,
2904,전남광주통합특별시 서구 금호동,9**,12m미만,39.0,전세,202510,16,"7,000",0,2007.0,화개1로1번길,202511~202711,신규,-,,,단독다가구,,,,,,
2906,전남광주통합특별시 서구 금호동,4**,8m미만,20.55,월세,202510,16,500,69,2019.0,운천로85번길,202510~202610,신규,-,,,단독다가구,,,,,,
2907,전남광주통합특별시 서구 풍암동,1***,12m미만,38.0,월세,202510,16,300,34,2006.0,풍암순환로188번길,202510~202610,신규,-,,,단독다가구,,,,,,
2908,전남광주통합특별시 여수시 안산동,7**,12m미만,30.0,월세,202510,16,200,35,2017.0,장성4길,202510~202610,신규,-,,,단독다가구,,,,,,
2909,전남광주통합특별시 여수시 화장동,7**,12m미만,40.0,월세,202510,16,200,47,2019.0,성산6길,202510~202610,신규,-,,,단독다가구,,,,,,
2910,전남광주통합특별시 서구 내방동,8**,12m미만,29.4,월세,202510,16,300,50,2018.0,상무대로1005번길,202510~202610,신규,-,,,단독다가구,,,,,,
2911,전남광주통합특별시 여수시 선원동,1***,8m미만,40.0,월세,202510,16,200,45,2019.0,무선2길,202510~202610,신규,-,,,단독다가구,,,,,,
2912,전남광주통합특별시 순천시 연향동,1***,12m미만,30.0,월세,202510,16,200,30,2012.0,대석1길,202512~202611,신규,-,,,단독다가구,,,,,,
2914,전남광주통합특별시 서구 쌍촌동,9**,12m미만,33.0,월세,202510,15,200,50,2017.0,상무대로867번길,202510~202610,신규,-,,,단독다가구,,,,,,
2915,전남광주통합특별시 여수시 미평동,6**,12m미만,30.0,월세,202510,15,100,35,2001.0,미평11길,202511~202610,신규,-,,,단독다가구,,,,,,
2918,전남광주통합특별시 순천시 조곡동,2**,25m미만,33.0,월세,202510,15,300,40,,이수로,202510~202710,신규,-,,,단독다가구,,,,,,
2919,전남광주통합특별시 여수시 동산동,*,8m미만,38.7,월세,202510,15,200,35,2013.0,동산9길,202510~202610,신규,-,,,단독다가구,,,,,,
2920,전남광주통합특별시 여수시 선원동,1***,12m미만,20.0,월세,202510,15,200,35,2018.0,무선1길,202510~202610,신규,-,,,단독다가구,,,,,,
2921,전남광주통합특별시 여수시 선원동,1**,12m미만,33.0,월세,202510,15,200,40,2013.0,선원3길,202510~202710,신규,-,,,단독다가구,,,,,,
2923,전남광주통합특별시 순천시 오천동,9**,12m미만,36.0,월세,202510,15,300,53,2018.0,오천6길,202510~202610,신규,-,,,단독다가구,,,,,,
2924,전남광주통합특별시 순천시 연향동,1***,12m미만,34.0,월세,202510,15,200,40,2011.0,율산2길,202510~202610,갱신,-,200,31.0,단독다가구,,,,,,
2926,전남광주통합특별시 목포시 산정동,1***,12m미만,28.0,월세,202510,15,200,39,2011.0,원산로109번길,202510~202610,신규,-,,,단독다가구,,,,,,
2927,전남광주통합특별시 북구 신안동,2**,12m미만,40.0,월세,202510,15,200,32,2011.0,무등로164번길,202510~202610,신규,-,,,단독다가구,,,,,,
2928,전남광주통합특별시 동구 수기동,*,8m미만,29.75,월세,202510,15,300,47,2018.0,독립로226번길,202510~202610,신규,-,,,단독다가구,,,,,,
2929,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202510,15,300,33,2015.0,송산5길,202510~202710,신규,-,,,단독다가구,,,,,,
2930,전남광주통합특별시 광산구 월계동,8**,12m미만,16.0,월세,202510,15,100,12,1996.0,산월로41번길,202510~202710,신규,-,,,단독다가구,,,,,,
