"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1601","전남광주통합특별시 여수시 둔덕동","259-14","0259","0014","둔덕동골드더테라스하우스","전세","84.7101","202403","15","24,000","0","3","2021","상암로 25","202404~202604","신규","-","","","연립다세대"
"1602","전남광주통합특별시 광산구 선암동","818","0818","0000","선운더브이레브리티","전세","84.8721","202403","15","31,000","0","2","2023","어등대로449번길 23","202403~202603","신규","-","","","연립다세대"
"1603","전남광주통합특별시 함평군 함평읍 내교리","84","0084","0000","펠리지움","전세","84.6439","202403","15","20,000","0","2","2021","들샘길 39-7","202403~202603","신규","-","","","연립다세대"
"1604","전남광주통합특별시 남구 월산동","927-1","0927","0001","남부","전세","65.3400","202403","15","5,500","0","2","1984","군분로148번길 3","202404~202604","신규","-","","","연립다세대"
"1605","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","월세","84.9805","202403","14","3,000","100","2","2023","소호로 267","202404~202604","신규","-","","","연립다세대"
"1606","전남광주통합특별시 남구 백운동","65-15","0065","0015","백운하이빌","월세","80.5916","202403","14","12,000","15","3","2013","진다리로13번길 3","202404~202604","신규","-","","","연립다세대"
"1607","전남광주통합특별시 남구 백운동","65-15","0065","0015","백운하이빌","월세","80.5916","202403","14","12,000","15","4","2013","진다리로13번길 3","202404~202604","신규","-","","","연립다세대"
"1608","전남광주통합특별시 남구 백운동","65-15","0065","0015","백운하이빌","월세","80.5916","202403","14","12,000","15","3","2013","진다리로13번길 3","202404~202604","신규","-","","","연립다세대"
"1609","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","24.9111","202403","14","6,200","0","3","2013","임방울대로 19-33","202403~202403","갱신","-","6,200","0","연립다세대"
"1610","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","24.9111","202403","14","6,500","0","5","2013","임방울대로 19-33","202403~202509","갱신","-","6,500","0","연립다세대"
"1611","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","30.6232","202403","14","6,500","0","4","2013","임방울대로 19-33","202403~202601","갱신","-","6,500","0","연립다세대"
"1612","전남광주통합특별시 여수시 웅천동","1815-1","1815","0001","웅천골드클래스테라스힐","전세","84.9181","202403","14","27,300","0","3","2021","웅천북2로 81","202405~202605","갱신","사용","26,000","0","연립다세대"
"1613","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","31.8401","202403","14","7,000","0","4","2013","임방울대로 19-33","202403~202404","갱신","-","7,000","0","연립다세대"
"1614","전남광주통합특별시 목포시 용당동","993-9","0993","0009","목화캐슬2차","월세","60.8600","202403","14","6,462","5","5","2020","영산로 350","202404~202603","갱신","사용","6,172","5","연립다세대"
"1615","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","24.3656","202403","14","6,500","0","3","2013","임방울대로 19-33","202403~202411","갱신","-","6,500","0","연립다세대"
"1616","전남광주통합특별시 순천시 석현동","97-19","0097","0019","A+STUDYCAMP","월세","21.1600","202403","14","200","30","5","2016","순천대1길 14","202406~202506","갱신","-","200","30","연립다세대"
"1617","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","31.8401","202403","14","7,000","0","2","2013","임방울대로 19-33","202403~202511","갱신","-","7,000","0","연립다세대"
"1618","전남광주통합특별시 완도군 완도읍 가용리","562-1","0562","0001","엘트라움","전세","84.9963","202403","14","28,000","0","2","2022","신기길 27","202403~202603","신규","-","","","연립다세대"
"1619","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","25.5381","202403","14","6,500","0","3","2013","임방울대로 19-33","202403~202510","갱신","-","6,500","0","연립다세대"
"1620","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","25.5381","202403","14","7,500","0","2","2013","임방울대로 19-33","202403~202512","갱신","-","7,500","0","연립다세대"
"1621","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","30.6232","202403","14","7,500","0","2","2013","임방울대로 19-33","202403~202512","갱신","-","7,500","0","연립다세대"
"1622","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","31.8401","202403","14","7,500","0","3","2013","임방울대로 19-33","202403~202407","갱신","-","7,500","0","연립다세대"
"1623","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","25.5381","202403","14","6,500","0","5","2013","임방울대로 19-33","202403~202511","신규","-","","","연립다세대"
"1624","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202403","14","18,161","0","4","2018","화운로126번길 7-6","202404~202504","신규","-","","","연립다세대"
"1625","전남광주통합특별시 완도군 완도읍 가용리","538-2","0538","0002","블루오션1차","전세","82.5180","202403","13","7,000","0","3","2012","장보고대로29번길 3","202403~202703","신규","-","","","연립다세대"
"1626","전남광주통합특별시 동구 산수동","480-4","0480","0004","산수빌리지A동","전세","36.7000","202403","13","4,200","0","4","2002","동계로 39","202411~202511","신규","-","","","연립다세대"
"1627","전남광주통합특별시 순천시 석현동","173-1","0173","0001","해나","월세","28.0500","202403","13","2,589","9","3","2021","오리정2길 28","202404~202603","신규","-","","","연립다세대"
"1628","전남광주통합특별시 남구 백운동","631-32","0631","0032","에덴동산E","월세","19.5200","202403","13","0","28","2","2008","백운로5번길 47","202403~202603","신규","-","","","연립다세대"
"1629","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","59.3700","202403","13","500","40","1","1989","금호로 41","202403~202509","신규","-","","","연립다세대"
"1630","전남광주통합특별시 북구 매곡동","182-37","0182","0037","자연빌","월세","60.4072","202403","12","7,036","6","3","2020","초당로7번길 8","202404~202603","신규","-","","","연립다세대"
"1631","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202403","12","9,144","0","3","2012","오문로 5","202403~202603","갱신","-","8,709","0","연립다세대"
"1632","전남광주통합특별시 남구 월산동","1012-12","1012","0012","제이지파크","월세","26.4050","202403","12","300","58","2","2019","군분로82번길 6","202403~202503","갱신","-","300","60","연립다세대"
"1633","전남광주통합특별시 북구 북동","50","0050","0000","50번가","월세","18.6918","202403","12","300","35","4","2023","금재로36번길 59","202403~202503","신규","-","","","연립다세대"
"1634","전남광주통합특별시 광산구 수완동","327-3","0327","0003","수완한국아델리움57트리니티2단지","전세","91.3900","202403","12","38,000","0","2","2022","하완길 86-1","202404~202604","신규","-","","","연립다세대"
"1635","전남광주통합특별시 광산구 수완동","327-3","0327","0003","수완한국아델리움57트리니티2단지","전세","91.3900","202403","12","38,000","0","2","2022","하완길 86-1","202404~202604","신규","-","","","연립다세대"
"1636","전남광주통합특별시 남구 백운동","604-4","0604","0004","호경빌라","전세","74.5850","202403","12","9,000","0","2","2004","진다리로39번길 22","202404~202604","신규","-","","","연립다세대"
"1637","전남광주통합특별시 북구 양산동","207-2","0207","0002","성하파밀리아","월세","69.3102","202403","12","5,513","11","3","2020","상촌로31번길 12-1","202404~202603","갱신","-","5,167","10","연립다세대"
"1638","전남광주통합특별시 순천시 조례동","1699-10","1699","0010","엘루체","월세","27.2170","202403","12","300","45","3","2017","남신월1길 12-9","202403~202503","신규","-","","","연립다세대"
"1639","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202403","12","500","47","1","2021","주삼덕양로 191","202404~202503","신규","-","","","연립다세대"
"1640","전남광주통합특별시 광산구 소촌동","752-25","0752","0025","(752-25)","전세","65.7992","202403","12","11,000","0","3","2016","소촌로152번길 1","202403~202603","신규","-","","","연립다세대"
"1641","전남광주통합특별시 동구 소태동","1108","1108","0000","무등산수안채","전세","84.4182","202403","12","19,000","0","2","2018","태봉길13번길 13","202403~202603","갱신","-","24,000","0","연립다세대"
"1642","전남광주통합특별시 동구 지산동","429-7","0429","0007","전진하이빌","월세","20.4800","202403","11","100","31","4","2006","지산로56번길 18","202403~202503","신규","-","","","연립다세대"
"1643","전남광주통합특별시 서구 쌍촌동","992-19","0992","0019","지와이리치파크","월세","29.9900","202403","11","500","61","3","2019","쌍촌로 44","202403~202503","신규","-","","","연립다세대"
"1644","전남광주통합특별시 광산구 선암동","818","0818","0000","선운더브이레브리티","전세","196.6033","202403","11","68,000","0","-1","2023","어등대로449번길 23","202406~202606","신규","-","","","연립다세대"
"1645","전남광주통합특별시 순천시 덕월동","1375-1","1375","0001","청암리전트빌(1차)","월세","22.6800","202403","11","100","22","5","2001","덕월1길 41-8","202402~202502","신규","-","","","연립다세대"
"1646","전남광주통합특별시 남구 월산동","216-12","0216","0012","덕림빌라","전세","24.1800","202403","11","4,500","0","2","2002","덕림남3길 15","202403~202603","신규","-","","","연립다세대"
"1647","전남광주통합특별시 동구 지산동","459-1","0459","0001","조은힐스","월세","19.1200","202403","10","200","28","2","2004","지산로38번길 11","202403~202502","신규","-","","","연립다세대"
"1648","전남광주통합특별시 동구 지산동","460-4","0460","0004","토마토빌","전세","19.5200","202403","10","2,800","0","2","2005","지산로38번길 11-2","202403~202503","신규","-","","","연립다세대"
"1649","전남광주통합특별시 남구 봉선동","1104-1","1104","0001","무진2","월세","77.4000","202403","10","1,000","40","5","1985","대남대로193번길 5-1","202403~202603","신규","-","","","연립다세대"
"1650","전남광주통합특별시 여수시 둔덕동","475-61","0475","0061","데코빌리지빌라","월세","199.8727","202403","10","5,000","180","1","2005","쌍봉로 368","202405~202904","신규","-","","","연립다세대"
"1651","전남광주통합특별시 광산구 산정동","1140","1140","0000","어등산한국아델리움1단지","월세","73.9788","202403","09","5,000","80","2","2016","여대길 290","202404~202604","신규","-","","","연립다세대"
"1652","전남광주통합특별시 순천시 조곡동","545","0545","0000","플로리스","월세","59.0400","202403","09","3,000","40","3","2011","둑실5길 33","202403~202603","신규","-","","","연립다세대"
"1653","전남광주통합특별시 북구 삼각동","585-1","0585","0001","은혜빌라","전세","70.5200","202403","09","8,000","0","4","2003","우치로383번길 7","202403~202603","신규","-","","","연립다세대"
"1654","전남광주통합특별시 북구 일곡동","529","0529","0000","삼진빌라2동","전세","73.5000","202403","09","10,500","0","4","2005","일곡마을로111번길 46","202403~202603","신규","-","","","연립다세대"
"1655","전남광주통합특별시 순천시 조례동","928-33","0928","0033","해피타운","월세","24.6000","202403","09","200","34","2","2016","유동길 118","202403~202501","신규","-","","","연립다세대"
"1656","전남광주통합특별시 강진군 강진읍 동성리","36-1","0036","0001","동산","월세","51.6800","202403","09","500","45","1","1986","중앙로 198","202403~202603","신규","-","","","연립다세대"
"1657","전남광주통합특별시 북구 두암동","937","0937","0000","대주빌라","월세","125.2350","202403","09","3,000","70","3","1992","삼정로 73","202404~202604","신규","-","","","연립다세대"
"1658","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","전세","55.7100","202403","08","4,000","0","4","1988","폭포사랑길 91","202403~202603","신규","-","","","연립다세대"
"1659","전남광주통합특별시 동구 금남로5가","116-2","0116","0002","금나라빌","월세","24.6565","202403","08","300","45","3","2015","금남로 170-11","202403~202503","신규","-","","","연립다세대"
"1660","전남광주통합특별시 북구 유동","107-2","0107","0002","대영빌리지","전세","71.1770","202403","08","9,500","0","3","2012","중가로51번길 9-3","202404~202604","갱신","-","9,000","0","연립다세대"
"1661","전남광주통합특별시 북구 유동","107-2","0107","0002","대영빌리지","전세","71.1770","202403","08","9,500","0","3","2012","중가로51번길 9-3","-","-","-","","","연립다세대"
"1662","전남광주통합특별시 북구 삼각동","753-2","0753","0002","아이엔유주택","월세","78.8586","202403","08","3,000","50","3","2020","우치로347번길 7","202403~202603","신규","-","","","연립다세대"
"1663","전남광주통합특별시 광산구 수완동","1903","1903","0000","수완대라수어썸테라스","전세","84.5444","202403","08","40,000","0","2","2024","왕버들로252번길 10","202403~202603","신규","-","","","연립다세대"
"1664","전남광주통합특별시 광산구 우산동","1040-17","1040","0017","우산빌라(1040-17)","전세","59.1300","202403","08","5,000","0","4","1994","사암로118번길 117-14","-","-","-","","","연립다세대"
"1665","전남광주통합특별시 광산구 소촌동","752-25","0752","0025","(752-25)","월세","65.7992","202403","07","11,000","17","4","2016","소촌로152번길 1","202403~202603","신규","-","","","연립다세대"
"1666","전남광주통합특별시 광산구 소촌동","752-25","0752","0025","(752-25)","전세","65.7992","202403","07","11,000","0","4","2016","소촌로152번길 1","202403~202603","신규","-","","","연립다세대"
"1667","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202403","07","18,903","0","1","2018","화운로126번길 7-6","202404~202504","신규","-","","","연립다세대"
"1668","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202403","07","18,903","0","1","2018","화운로126번길 7-6","202404~202504","신규","-","","","연립다세대"
"1669","전남광주통합특별시 남구 진월동","565-8","0565","0008","해든하우스","월세","17.5700","202403","07","200","35","1","2012","효덕로300번길 8-8","202403~202502","신규","-","","","연립다세대"
"1670","전남광주통합특별시 남구 월산동","1020-38","1020","0038","금성(가)","월세","57.5100","202403","07","100","25","2","1981","수박등로 34","202403~202503","신규","-","","","연립다세대"
"1671","전남광주통합특별시 순천시 풍덕동","1260-9","1260","0009","아이원빌라","전세","82.7100","202403","07","10,000","0","3","2010","장천신촌길 2","202406~202606","신규","-","","","연립다세대"
"1672","전남광주통합특별시 북구 운암동","1120-2","1120","0002","한영","월세","40.7250","202403","07","50","7","3","1982","북문대로159번길 43","202403~202503","신규","-","","","연립다세대"
"1673","전남광주통합특별시 동구 산수동","546-17","0546","0017","금빛하우스","월세","20.7400","202403","07","200","32","2","2021","무등로433번길 14","202403~202503","신규","-","","","연립다세대"
"1674","전남광주통합특별시 광양시 금호동","684","0684","0000","목련빌라","월세","54.2700","202403","07","200","35","1","1988","금호로 244","202403~202603","신규","-","","","연립다세대"
"1675","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","월세","84.9805","202403","07","2,500","125","3","2023","소호로 267","202403~202503","신규","-","","","연립다세대"
"1676","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202403","06","5,000","35","4","2021","목련로 330-27","202404~202604","신규","-","","","연립다세대"
"1677","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","월세","101.0192","202403","06","3,000","120","-1","2023","소호로 267","202403~202603","신규","-","","","연립다세대"
"1678","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202403","06","5,000","35","4","2021","목련로 330-27","202404~202604","신규","-","","","연립다세대"
"1679","전남광주통합특별시 나주시 남내동","112-1","0112","0001","나주남내동골든캐슬","월세","26.3047","202403","06","1,500","32","2","2022","금성길 24","-","-","-","","","연립다세대"
"1680","전남광주통합특별시 순천시 석현동","217-3","0217","0003","예그리나","월세","21.0400","202403","06","200","30","4","2013","오리정1길 5","202403~202503","신규","-","","","연립다세대"
"1681","전남광주통합특별시 순천시 석현동","197-7","0197","0007","그리고","전세","24.5100","202403","06","5,000","0","2","2015","오리정3길 8","202403~202603","신규","-","","","연립다세대"
"1682","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202403","06","5,000","35","4","2021","목련로 330-27","202404~202604","신규","-","","","연립다세대"
"1683","전남광주통합특별시 여수시 학동","37-15","0037","0015","(37-15)","월세","21.2700","202403","05","500","35","3","2014","학동1길 16-12","202403~202603","신규","-","","","연립다세대"
"1684","전남광주통합특별시 여수시 학동","38-7","0038","0007","(38-7)","월세","16.2700","202403","05","100","29","2","2012","학동1길 16-13","202403~202503","신규","-","","","연립다세대"
"1685","전남광주통합특별시 남구 백운동","620-31","0620","0031","초원파트빌라","전세","37.1350","202403","05","6,000","0","2","2004","진다리로6번길 4","202403~202603","신규","-","","","연립다세대"
"1686","전남광주통합특별시 완도군 완도읍 가용리","538-2","0538","0002","블루오션1차","전세","82.5180","202403","05","11,000","0","3","2012","장보고대로29번길 3","202404~202604","신규","-","","","연립다세대"
"1687","전남광주통합특별시 동구 지산동","716-43","0716","0043","(716-43)","전세","25.8400","202403","05","2,500","0","2","2002","동명로98번길 7-20","202403~202603","신규","-","","","연립다세대"
"1688","전남광주통합특별시 목포시 옥암동","1048-14","1048","0014","꿈애하우스","전세","35.2100","202403","05","6,500","0","5","2015","복산길6번길 25","202404~202604","신규","-","","","연립다세대"
"1689","전남광주통합특별시 영광군 영광읍 백학리","392","0392","0000","세진더이룸센트럴파크","전세","84.9357","202403","05","25,000","0","1","2021","천년로13길 75","-","-","-","","","연립다세대"
"1690","전남광주통합특별시 동구 소태동","1108","1108","0000","무등산수안채","월세","84.4182","202403","05","2,460","70","5","2018","태봉길13번길 13","202403~202503","갱신","-","1,000","50","연립다세대"
"1691","전남광주통합특별시 남구 방림동","72-4","0072","0004","영진주택","월세","54.8650","202403","05","500","35","1","1979","큰방림길 26","202403~202603","신규","-","","","연립다세대"
"1692","전남광주통합특별시 여수시 웅천동","1867-1","1867","0001","포레나여수웅천더테라스1단지","전세","84.9804","202403","05","35,000","0","1","2020","웅천남1로 100","202404~202604","신규","-","","","연립다세대"
"1693","전남광주통합특별시 완도군 완도읍 가용리","538-2","0538","0002","블루오션1차","월세","82.5180","202403","04","7,000","30","3","2012","장보고대로29번길 3","202404~202704","신규","-","","","연립다세대"
"1694","전남광주통합특별시 남구 진월동","565-8","0565","0008","해든하우스","월세","17.5700","202403","04","200","37","4","2012","효덕로300번길 8-8","202403~202502","신규","-","","","연립다세대"
"1695","전남광주통합특별시 순천시 조곡동","545","0545","0000","플로리스","월세","59.0400","202403","04","8,500","18","5","2011","둑실5길 33","202403~202603","신규","-","","","연립다세대"
"1696","전남광주통합특별시 북구 유동","107-2","0107","0002","대영빌리지","전세","70.9220","202403","04","9,500","0","4","2012","중가로51번길 9-3","202403~202603","신규","-","","","연립다세대"
"1697","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.8672","202403","04","38,000","0","3","2019","첨단과기로 91-23","202403~202603","갱신","사용","42,000","0","연립다세대"
"1698","전남광주통합특별시 순천시 조곡동","545","0545","0000","플로리스","월세","59.0400","202403","04","8,500","18","5","2011","둑실5길 33","202403~202603","신규","-","","","연립다세대"
"1699","전남광주통합특별시 동구 지산동","716-43","0716","0043","(716-43)","전세","25.8400","202403","04","2,500","0","2","2002","동명로98번길 7-20","202403~202603","신규","-","","","연립다세대"
"1700","전남광주통합특별시 완도군 완도읍 가용리","1029-11","1029","0011","청우에이스빌","월세","24.1200","202403","04","300","35","2","2003","해변공원로91번길 16-8","202403~202503","신규","-","","","연립다세대"
"1701","전남광주통합특별시 장성군 장성읍 단광리","646-2","0646","0002","골드팰리스","월세","82.1454","202403","04","2,000","85","4","2021","제봉로 20-3","202403~202503","신규","-","","","연립다세대"
"1702","전남광주통합특별시 여수시 주삼동","1027","1027","0000","파인빌리지","전세","46.3500","202403","04","13,500","0","1","2020","주삼덕양로 189","202404~202604","갱신","-","13,500","0","연립다세대"
"1703","전남광주통합특별시 여수시 주삼동","1027","1027","0000","파인빌리지","전세","46.3500","202403","04","13,500","0","1","2020","주삼덕양로 189","202404~202604","갱신","사용","13,500","0","연립다세대"
"1704","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","전세","16.0712","202403","04","4,800","0","2","2012","상무대로884번길 17-4","202403~202603","신규","-","","","연립다세대"
"1705","전남광주통합특별시 북구 신안동","482-11","0482","0011","드림빌B동","전세","18.2400","202403","04","3,700","0","2","2000","설죽로126번길 38","202404~202603","신규","-","","","연립다세대"
"1706","전남광주통합특별시 순천시 조례동","810-1","0810","0001","조례동스카이빌","월세","70.5400","202403","04","2,000","60","5","2012","비봉길 82","202403~202603","신규","-","","","연립다세대"
"1707","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","59.3700","202403","04","500","45","3","1989","금호로 41","202403~202503","신규","-","","","연립다세대"
"1708","전남광주통합특별시 여수시 학동","176-5","0176","0005","선소아트빌","월세","24.9600","202403","03","100","39","3","2011","시청동3길 36-1","202403~202503","신규","-","","","연립다세대"
"1709","전남광주통합특별시 광산구 산정동","1146","1146","0000","어등산한양수자인테라스플러스","전세","84.9317","202403","03","26,000","0","2","2021","여대길 340","202405~202605","신규","-","","","연립다세대"
"1710","전남광주통합특별시 서구 쌍촌동","1004-40","1004","0040","빅스타빌B","월세","39.5200","202403","03","500","70","2","2010","상무대로902번길 24","202403~202503","신규","-","","","연립다세대"
"1711","전남광주통합특별시 북구 중흥동","678-18","0678","0018","제이지스타파크","월세","27.6600","202403","02","3,000","57","4","2021","경양로 194","202403~202503","신규","-","","","연립다세대"
"1712","전남광주통합특별시 순천시 석현동","217-3","0217","0003","예그리나","월세","23.4400","202403","02","200","30","4","2013","오리정1길 5","202403~202503","신규","-","","","연립다세대"
"1713","전남광주통합특별시 남구 주월동","440-16","0440","0016","그린빌리지","월세","34.3300","202403","02","200","29","2","2002","광복마을8길 9-2","202403~202503","신규","-","","","연립다세대"
"1714","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202403","02","6,000","0","3","1994","소촌로152번길 38","202404~202604","신규","-","","","연립다세대"
"1715","전남광주통합특별시 북구 중흥동","678-18","0678","0018","제이지스타파크","월세","27.6600","202403","02","2,300","60","4","2021","경양로 194","202403~202503","갱신","-","3,000","57","연립다세대"
"1716","전남광주통합특별시 여수시 학동","38-7","0038","0007","(38-7)","월세","16.2700","202403","02","100","43","2","2012","학동1길 16-13","202403~202407","신규","-","","","연립다세대"
"1717","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202403","01","2,000","20","1","2012","상무대로884번길 17-4","202403~202503","신규","-","","","연립다세대"
"1718","전남광주통합특별시 순천시 석현동","217-3","0217","0003","예그리나","월세","20.5200","202403","01","200","30","4","2013","오리정1길 5","202403~202502","신규","-","","","연립다세대"
"1719","전남광주통합특별시 동구 서석동","94-6","0094","0006","플러스","월세","13.2800","202403","01","300","35","2","2015","백서로167번길 6-1","202403~202501","신규","-","","","연립다세대"
"1720","전남광주통합특별시 여수시 웅천동","1867-1","1867","0001","포레나여수웅천더테라스1단지","전세","84.8036","202403","01","28,350","0","3","2020","웅천남1로 100","202403~202405","갱신","사용","28,350","0","연립다세대"
"1721","전남광주통합특별시 여수시 오림동","411-3","0411","0003","광림빌","전세","28.9900","202403","01","5,500","0","1","2013","오림5길 36-1","202403~202602","신규","-","","","연립다세대"
"1722","전남광주통합특별시 고흥군 봉래면 신금리","1255-1","1255","0001","나로주택","월세","55.2802","202403","01","3,000","50","4","2011","나로도항길 56-7","202403~202603","신규","-","","","연립다세대"
"1723","전남광주통합특별시 여수시 고소동","307-51","0307","0051","고소동307-51","월세","59.6460","202402","29","500","40","1","2012","고소5길 43","202403~202603","신규","-","","","연립다세대"
"1724","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202402","29","18,605","0","1","2018","화운로126번길 7-6","202404~202504","갱신","사용","18,605","0","연립다세대"
"1725","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202402","29","20,504","0","5","2018","화운로126번길 7-6","202404~202504","갱신","사용","20,504","0","연립다세대"
"1726","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202402","29","17,867","0","3","2018","화운로126번길 7-6","202404~202504","갱신","사용","17,867","0","연립다세대"
"1727","전남광주통합특별시 여수시 미평동","670-6","0670","0006","(670-6)","월세","17.4900","202402","29","100","35","2","2017","미평3길 50","202403~202503","신규","-","","","연립다세대"
"1728","전남광주통합특별시 담양군 담양읍 학동리","495","0495","0000","유숲자엘펜트하우스A-1단지","월세","23.9400","202402","29","500","45","1","2019","깊은실길 109-5","202403~202503","신규","-","","","연립다세대"
"1729","전남광주통합특별시 동구 서석동","468-31","0468","0031","에이플러스","월세","20.1100","202402","29","300","31","3","2013","백서로176번길 2-1","202402~202501","신규","-","","","연립다세대"
"1730","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202402","29","0","55","1","2021","주삼덕양로 191","202403~202612","신규","-","","","연립다세대"
"1731","전남광주통합특별시 장흥군 장흥읍 우산리","16-1","0016","0001","성은","월세","28.9700","202402","29","0","35","3","2000","우드랜드길 136","202402~202502","신규","-","","","연립다세대"
"1732","전남광주통합특별시 순천시 조례동","939-6","0939","0006","(939-6)","월세","29.8800","202402","29","300","47","5","2016","조례신대앞길 12-1","202402~202502","신규","-","","","연립다세대"
"1733","전남광주통합특별시 순천시 덕암동","363-2","0363","0002","정림보아스","전세","58.3695","202402","29","7,500","0","3","2015","덕암안길 40","202403~202603","신규","-","","","연립다세대"
"1734","전남광주통합특별시 함평군 함평읍 내교리","579-5","0579","0005","소유명가","전세","71.3100","202402","29","8,000","0","2","2018","함장로 1127","202402~202602","신규","-","","","연립다세대"
"1735","전남광주통합특별시 광산구 흑석동","527","0527","0000","수완진아리채3차","전세","81.1547","202402","28","29,000","0","3","2014","풍영로 146","202403~202503","갱신","-","32,000","0","연립다세대"
"1736","전남광주통합특별시 광산구 쌍암동","694-17","0694","0017","에이치빌","월세","24.4600","202402","28","200","38","4","2013","임방울대로826번길 7-22","202403~202603","신규","-","","","연립다세대"
"1737","전남광주통합특별시 여수시 미평동","868-5","0868","0005","해송A(원룸)","월세","13.4200","202402","28","50","30","3","2013","양지6길 43-8","202403~202501","신규","-","","","연립다세대"
"1738","전남광주통합특별시 남구 진월동","565-9","0565","0009","샤인빌","월세","18.0525","202402","28","200","36","2","2012","효덕로300번길 8-10","202403~202501","신규","-","","","연립다세대"
"1739","전남광주통합특별시 광산구 흑석동","527","0527","0000","수완진아리채3차","전세","81.1547","202402","28","29,000","0","3","2014","풍영로 146","202403~202603","갱신","-","32,000","0","연립다세대"
"1740","전남광주통합특별시 서구 쌍촌동","949-1","0949","0001","코스모스","월세","58.1450","202402","28","500","35","4","1981","월드컵4강로181번길 6-7","202403~202602","신규","-","","","연립다세대"
"1741","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.6878","202402","28","36,000","0","4","2019","첨단과기로 91-23","202404~202703","신규","-","","","연립다세대"
"1742","전남광주통합특별시 광산구 소촌동","380-8","0380","0008","이오빌라(다동)","월세","19.0400","202402","28","100","17","4","2001","소촌로 64","202402~202502","갱신","-","100","17","연립다세대"
"1743","전남광주통합특별시 동구 서석동","94-6","0094","0006","플러스","월세","13.2800","202402","28","300","34","3","2015","백서로167번길 6-1","202402~202501","신규","-","","","연립다세대"
"1744","전남광주통합특별시 순천시 석현동","75-1","0075","0001","해피니스","월세","80.2000","202402","28","200","30","4","2016","삼산2길 50","202402~202502","신규","-","","","연립다세대"
